"NCBI.ID"	"KINGDOM"	"PHYLUM"	"CLASS"	"ORDER"	"FAMILY"	"GENUS"	"NCBI.NAMES"	"AGORA.NAMES"	"MODEL.NAMES"
"106"	742727	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides oleiciplenus YIT 12058"	"Bacteroides oleiciplenus YIT 12058"	"Bacteroides_oleiciplenus_YIT_12058"
"107"	411476	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides ovatus ATCC 8483"	"Bacteroides ovatus ATCC 8483"	"Bacteroides_ovatus_ATCC_8483"
"108"	702444	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides xylanisolvens SD CC 2a"	"Bacteroides ovatus SD CC 2a"	"Bacteroides_ovatus_SD_CC_2a"
"109"	702443	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides ovatus SD CMC 3f"	"Bacteroides ovatus SD CMC 3f"	"Bacteroides_ovatus_SD_CMC_3f"
"110"	483218	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	"Bacteroides pectinophilus ATCC 43243"	"Bacteroides pectinophilus ATCC 43243"	"Bacteroides_pectinophilus_ATCC_43243"
"111"	484018	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides plebeius DSM 17135"	"Bacteroides plebeius M12, DSM 17135"	"Bacteroides_plebeius_M12_DSM_17135"
"112"	1121100	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides pyogenes DSM 20611 = JCM 6294"	"Bacteroides pyogenes DSM20611"	"Bacteroides_pyogenes_DSM20611"
"113"	1121101	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988"	"Bacteroides salyersiae WAL 10018"	"Bacteroides_salyersiae_WAL_10018"
"114"	469585	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. 1_1_14"	"Bacteroides sp. 1_1_14"	"Bacteroides_sp_1_1_14"
"115"	457387	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. 1_1_30"	"Bacteroides sp. 1_1_30"	"Bacteroides_sp_1_1_30"
"116"	818	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides thetaiomicron"	"Bacteroides sp. 1_1_6"	"Bacteroides_sp_1_1_6"
"117"	469591	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides sp. 20_3"	"Bacteroides sp. 2_1_22"	"Bacteroides_sp_20_3"
"118"	469588	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. 2_1_22"	"Bacteroides sp. 2_1_33B"	"Bacteroides_sp_2_1_22"
"119"	469589	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. 2_1_33B"	"Bacteroides sp. 2_1_7"	"Bacteroides_sp_2_1_33B"
"120"	457388	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides sp. 2_1_7"	"Bacteroides sp. 2_2_4"	"Bacteroides_sp_2_1_7"
"121"	469590	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. 2_2_4"	"Bacteroides sp. 20_3"	"Bacteroides_sp_2_2_4"
"122"	469592	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. 3_1_19"	"Bacteroides sp. 3_1_19"	"Bacteroides_sp_3_1_19"
"123"	457390	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. 3_1_23"	"Bacteroides sp. 3_1_23"	"Bacteroides_sp_3_1_23"
"124"	457391	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. 3_1_33FAA"	"Bacteroides sp. 3_1_33FAA"	"Bacteroides_sp_3_1_33FAA"
"125"	469593	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. 3_1_40A"	"Bacteroides sp. 3_1_40A"	"Bacteroides_sp_3_1_40A"
"126"	457392	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. 3_2_5"	"Bacteroides sp. 3_2_5"	"Bacteroides_sp_3_2_5"
"127"	457393	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. 4_1_36"	"Bacteroides sp. 4_1_36"	"Bacteroides_sp_4_1_36"
"128"	457394	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. 4_3_47FAA"	"Bacteroides sp. 4_3_47FAA"	"Bacteroides_sp_4_3_47FAA"
"129"	457395	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. 9_1_42FAA"	"Bacteroides sp. 9_1_42FAA"	"Bacteroides_sp_9_1_42FAA"
"130"	556258	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. D1"	"Bacteroides sp. D1"	"Bacteroides_sp_D1"
"131"	556259	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. D2"	"Bacteroides sp. D2"	"Bacteroides_sp_D2"
"132"	585543	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. D20"	"Bacteroides sp. D20"	"Bacteroides_sp_D20"
"133"	585544	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides sp. D22"	"Bacteroides sp. D22"	"Bacteroides_sp_D22"
"134"	449673	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides stercoris ATCC 43183"	"Bacteroides stercoris ATCC 43183"	"Bacteroides_stercoris_ATCC_43183"
"135"	226186	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides thetaiotaomicron VPI-5482"	"Bacteroides thetaiotaomicron VPI-5482"	"Bacteroides_thetaiotaomicron_VPI_5482"
"136"	1203465	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides timonensis AP1"	"Bacteroides timonensis AP1"	"Bacteroides_timonensis_AP1"
"137"	411479	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides uniformis ATCC 8492"	"Bacteroides uniformis ATCC 8492"	"Bacteroides_uniformis_ATCC_8492"
"138"	1121102	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter ureolyticus DSM 20703"	"Bacteroides ureolyticus DSM 20703"	"Bacteroides_ureolyticus_DSM_20703"
"139"	435590	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides vulgatus ATCC 8482"	"Bacteroides vulgatus ATCC 8482"	"Bacteroides_vulgatus_ATCC_8482"
"140"	702447	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides xylanisolvens SD CC 1b"	"Bacteroides xylanisolvens SD CC 1b"	"Bacteroides_xylanisolvens_SD_CC_1b"
"141"	657309	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides xylanisolvens XB1A"	"Bacteroides xylanisolvens XB1A"	"Bacteroides_xylanisolvens_XB1A"
"142"	742726	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Barnesiellaceae"	"Barnesiella"	"Barnesiella intestinihominis YIT 11860"	"Barnesiella intestinihominis YIT 11860"	"Barnesiella_intestinihominis_YIT_11860"
"143"	283165	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bartonellaceae"	"Bartonella"	"Bartonella quintana str. Toulouse"	"Bartonella quintana Toulouse"	"Bartonella_quintana_Toulouse"
"144"	367928	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium adolescentis ATCC 15703"	"Bifidobacterium adolescentis ATCC 15703"	"Bifidobacterium_adolescentis_ATCC_15703"
"145"	518635	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium angulatum DSM 20098 = JCM 7096"	"Bifidobacterium angulatum DSM 20098"	"Bifidobacterium_angulatum_DSM_20098"
"146"	442563	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium animalis subsp. lactis AD011"	"Bifidobacterium animalis lactis AD011"	"Bifidobacterium_animalis_lactis_AD011"
"147"	552531	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium animalis subsp. lactis BB-12"	"Bifidobacterium animalis lactis BB-12"	"Bifidobacterium_animalis_lactis_BB_12"
"148"	742729	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium animalis subsp. lactis Bi-07"	"Bifidobacterium animalis lactis Bi-07"	"Bifidobacterium_animalis_lactis_Bi_07"
"149"	580050	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium animalis subsp. lactis Bl-04"	"Bifidobacterium animalis lactis Bl-04, ATCC SD5219"	"Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219"
"150"	1042403	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium animalis subsp. lactis CNCM I-2494"	"Bifidobacterium animalis lactis CNCM I-2494"	"Bifidobacterium_animalis_lactis_CNCM_I_2494"
"151"	555970	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium animalis subsp. lactis DSM 10140"	"Bifidobacterium animalis lactis DSM 10140"	"Bifidobacterium_animalis_lactis_DSM_10140"
"152"	573236	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium animalis subsp. lactis V9"	"Bifidobacterium animalis lactis V9"	"Bifidobacterium_animalis_lactis_V9"
"153"	484020	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium bifidum BGN4"	"Bifidobacterium bifidum BGN4"	"Bifidobacterium_bifidum_BGN4"
"154"	398513	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium bifidum NCIMB 41171"	"Bifidobacterium bifidum NCIMB 41171"	"Bifidobacterium_bifidum_NCIMB_41171"
"155"	702459	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium bifidum PRL2010"	"Bifidobacterium bifidum PRL2010"	"Bifidobacterium_bifidum_PRL2010"
"156"	883062	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium bifidum S17"	"Bifidobacterium bifidum S17"	"Bifidobacterium_bifidum_S17"
"157"	1410645	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium boum DSM 20432"	"Bifidobacterium boum DSM 20432"	"Bifidobacterium_boum_DSM_20432"
"158"	1203540	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium breve HPH0326"	"Bifidobacterium breve HPH0326"	"Bifidobacterium_breve_HPH0326"
"159"	326426	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium breve UCC2003"	"Bifidobacterium breve UCC2003 (NCIMB8807)"	"Bifidobacterium_breve_UCC2003_NCIMB8807"
"160"	566552	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043"	"Bifidobacterium catenulatum DSM 16992"	"Bifidobacterium_catenulatum_DSM_16992"
"161"	1437599	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium coryneforme DSM 20216"	"Bifidobacterium coryneforme DSM 20216"	"Bifidobacterium_coryneforme_DSM_20216"
"162"	473819	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium dentium ATCC 27678"	"Bifidobacterium dentium ATCC 27678"	"Bifidobacterium_dentium_ATCC_27678"
"163"	561180	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium gallicum DSM 20093 = LMG 11596"	"Bifidobacterium gallicum DSM 20093"	"Bifidobacterium_gallicum_DSM_20093"
"164"	1150460	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium kashiwanohense JCM 15439 = DSM 21854"	"Bifidobacterium kashiwanohense DSM 21854"	"Bifidobacterium_kashiwanohense_DSM_21854"
"165"	205913	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium longum DJO10A"	"Bifidobacterium longum DJO10A"	"Bifidobacterium_longum_DJO10A"
"166"	1322347	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium longum E18"	"Bifidobacterium longum E18"	"Bifidobacterium_longum_E18"
"167"	206672	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium longum NCC2705"	"Bifidobacterium longum NCC2705"	"Bifidobacterium_longum_NCC2705"
"168"	565040	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium longum subsp. infantis 157F"	"Bifidobacterium longum infantis 157F-NC"	"Bifidobacterium_longum_infantis_157F_NC"
"169"	391904	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088"	"Bifidobacterium longum infantis ATCC 15697"	"Bifidobacterium_longum_infantis_ATCC_15697"
"170"	548480	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium longum subsp. longum ATCC 55813"	"Bifidobacterium longum longum ATCC 55813"	"Bifidobacterium_longum_longum_ATCC_55813"
"171"	890402	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium longum subsp. longum BBMN68"	"Bifidobacterium longum longum BBMN68"	"Bifidobacterium_longum_longum_BBMN68"
"172"	537937	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium longum subsp. infantis CCUG 52486"	"Bifidobacterium longum longum CCUG 52486"	"Bifidobacterium_longum_longum_CCUG_52486"
"173"	565042	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium longum subsp. longum JCM 1217"	"Bifidobacterium longum longum JCM 1217"	"Bifidobacterium_longum_longum_JCM_1217"
"174"	759350	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium longum subsp. longum JDM301"	"Bifidobacterium longum longum JDM301"	"Bifidobacterium_longum_longum_JDM301"
"175"	1437603	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium mongoliense DSM 21395"	"Bifidobacterium mongoliense DSM 21395"	"Bifidobacterium_mongoliense_DSM_21395"
"176"	547043	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505"	"Bifidobacterium pseudocatenulatum DSM 20438"	"Bifidobacterium_pseudocatenulatum_DSM_20438"
"177"	1437595	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium pseudolongum subsp. pseudolongum DSM 20099"	"Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099"	"Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099"
"178"	1410647	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium ruminantium DSM 6489"	"Bifidobacterium ruminantium DSM 6489"	"Bifidobacterium_ruminantium_DSM_6489"
"179"	1150461	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium scardovii JCM 12489 = DSM 13734"	"Bifidobacterium scardovii JCM 12489"	"Bifidobacterium_scardovii_JCM_12489"
"180"	1437612	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium stercoris JCM 15918"	"Bifidobacterium stercoris DSM 24849"	"Bifidobacterium_stercoris_DSM_24849"
"181"	1121111	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium thermacidophilum subsp. thermacidophilum DSM 15837"	"Bifidobacterium thermacidophilum subsp. thermacidophilum DSM 15837"	"Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837"
"182"	1254439	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium thermophilum RBL67"	"Bifidobacterium thermophilum RBL67"	"Bifidobacterium_thermophilum_RBL67"
"183"	563192	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Bilophila"	"Bilophila wadsworthia 3_1_6"	"Bilophila wadsworthia 3_1_6"	"Bilophila_wadsworthia_3_1_6"
"184"	1211815	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Geodermatophilales"	"Geodermatophilaceae"	"Blastococcus"	"Candidatus Blastococcus massiliensis AP3"	"Blastococcus massiliensis AP3"	"Blastococcus_massiliensis_AP3"
"185"	537007	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	"Blautia hansenii DSM 20583"	"Blautia hansenii VPI C7-24, DSM 20583"	"Blautia_hansenii_VPI_C7_24_DSM_20583"
"186"	476272	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	"Blautia hydrogenotrophica DSM 10507"	"Blautia hydrogenotrophica DSM 10507"	"Blautia_hydrogenotrophica_DSM_10507"
"187"	411459	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	"Blautia obeum ATCC 29174"	"Blautia obeum ATCC 29174"	"Blautia_obeum_ATCC_29174"
"188"	1121114	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	"Blautia producta ATCC 27340 = DSM 2950"	"Blautia producta DSM 2950"	"Blautia_producta_DSM_2950"
"189"	1121115	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	"Blautia wexlerae DSM 19850"	"Blautia wexlerae DSM 19850"	"Blautia_wexlerae_DSM_19850"
"190"	1331262	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Bordetella"	"Bordetella hinzii OH87 BAL007II"	"Bordetella hinzii OH87 BAL007II"	"Bordetella_hinzii_OH87_BAL007II"
"191"	1064537	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermabacteraceae"	"Brachybacterium"	"Brachybacterium paraconglomeratum LC44"	"Brachybacterium paraconglomeratum LC44"	"Brachybacterium_paraconglomeratum_LC44"
"192"	1133568	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Brachyspirales"	"Brachyspiraceae"	"Brachyspira"	"Brachyspira pilosicoli B2904"	"Brachyspira pilosicoli B2904"	"Brachyspira_pilosicoli_B2904"
"193"	398525	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobium"	"Bradyrhizobium elkanii USDA 76"	"Bradyrhizobium elkanii USDA 76"	"Bradyrhizobium_elkanii_USDA_76"
"194"	1037409	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Bradyrhizobium"	"Bradyrhizobium japonicum USDA 6"	"Bradyrhizobium japonicum USDA 6"	"Bradyrhizobium_japonicum_USDA_6"
"195"	1444307	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Brevibacillus"	"Brevibacillus agri 5-2"	"Brevibacillus agri 5-2"	"Brevibacillus_agri_5_2"
"196"	1246477	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Brevibacillus"	"Brevibacillus agri BAB-2500"	"Brevibacillus agri BAB-2500"	"Brevibacillus_agri_BAB_2500"
"197"	1300222	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Brevibacillus"	"Brevibacillus borstelensis AK1"	"Brevibacillus borstelensis AK1"	"Brevibacillus_borstelensis_AK1"
"198"	358681	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Brevibacillus"	"Brevibacillus brevis NBRC 100599"	"Brevibacillus brevis NBRC 100599"	"Brevibacillus_brevis_NBRC_100599"
"199"	1229781	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Brevibacteriaceae"	"Brevibacterium"	"Brevibacterium casei S18"	"Brevibacterium casei S18"	"Brevibacterium_casei_S18"
"200"	321955	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Brevibacteriaceae"	"Brevibacterium"	"Brevibacterium linens BL2"	"Brevibacterium linens BL2"	"Brevibacterium_linens_BL2"
"201"	1176165	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Brevibacteriaceae"	"Brevibacterium"	"Brevibacterium ravenspurgense 5401308 = CCUG 53855"	"Brevibacterium massiliense 5401308"	"Brevibacterium_massiliense_5401308"
"202"	1121124	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Brevundimonas bacteroides DSM 4726"	"Brevundimonas bacteroides DSM 4726"	"Brevundimonas_bacteroides_DSM_4726"
"203"	1035191	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Brevundimonas diminuta 470-4"	"Brevundimonas diminuta 470-4"	"Brevundimonas_diminuta_470_4"
"204"	1121126	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Listeriaceae"	"Brochothrix"	"Brochothrix thermosphacta DSM 20171 = FSL F6-1036"	"Brochothrix thermosphacta DSM 20171"	"Brochothrix_thermosphacta_DSM_20171"
"205"	679192	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Bulleidia"	"Bulleidia extructa W1219"	"Bulleidia extructa W1219"	"Bulleidia_extructa_W1219"
"206"	1009846	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia"	"Burkholderia cepacia GG4"	"Burkholderia cepacia GG4"	"Burkholderia_cepacia_GG4"
"207"	469610	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	NA	NA	"Burkholderiales bacterium 1_1_47"	"Burkholderiales bacterium 1_1_47"	"Burkholderiales_bacterium_1_1_47"
"208"	1203606	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Butyricicoccus"	"Butyricicoccus pullicaecorum 1.2"	"Butyricicoccus pullicaecorum 1.2"	"Butyricicoccus_pullicaecorum_1_2"
"209"	1121129	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	"Butyricimonas synergistica DSM 23225"	"Butyricimonas synergistica DSM 23225"	"Butyricimonas_synergistica_DSM_23225"
"210"	1121130	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	"Butyricimonas virosa DSM 23226"	"Butyricimonas virosa DSM 23226"	"Butyricimonas_virosa_DSM_23226"
