"NCBI.ID"	"KINGDOM"	"PHYLUM"	"CLASS"	"ORDER"	"FAMILY"	"GENUS"	"NCBI.NAMES"	"AGORA.NAMES"	"MODEL.NAMES"
"211"	511680	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Butyrivibrio"	"Butyrivibrio crossotus DSM 2876"	"Butyrivibrio crossotus DSM 2876"	"Butyrivibrio_crossotus_DSM_2876"
"212"	657324	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Butyrivibrio"	"Butyrivibrio fibrisolvens 16/4"	"Butyrivibrio fibrisolvens 16/4"	"Butyrivibrio_fibrisolvens_16_4"
"213"	864566	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli JV20"	"Campylobacter coli JV20"	"Campylobacter_coli_JV20"
"214"	360104	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter concisus 13826"	"Campylobacter concisus 13826"	"Campylobacter_concisus_13826"
"215"	360105	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter curvus 525.92"	"Campylobacter curvus 525.92"	"Campylobacter_curvus_525_92"
"216"	360106	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter fetus subsp. fetus 82-40"	"Campylobacter fetus subsp. fetus 82-40"	"Campylobacter_fetus_subsp_fetus_82_40"
"217"	553220	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter gracilis RM3268"	"Campylobacter gracilis RM3268"	"Campylobacter_gracilis_RM3268"
"218"	360107	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter hominis ATCC BAA-381"	"Campylobacter hominis ATCC BAA-381"	"Campylobacter_hominis_ATCC_BAA_381"
"219"	1031746	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260"	"Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260"	"Campylobacter_hyointestinalis_subsp_hyointestinalis_LMG_9260"
"220"	354242	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter jejuni subsp. jejuni 81-176"	"Campylobacter jejuni jejuni 81-176"	"Campylobacter_jejuni_jejuni_81_176"
"221"	1295400	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter jejuni subsp. jejuni ICDCCJ07004"	"Campylobacter jejuni jejuni ICDCCJ07004"	"Campylobacter_jejuni_jejuni_ICDCCJ07004"
"222"	645464	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter jejuni subsp. jejuni M1"	"Campylobacter jejuni jejuni M1"	"Campylobacter_jejuni_jejuni_M1"
"223"	192222	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819"	"Campylobacter jejuni jejuni NCTC 11168"	"Campylobacter_jejuni_jejuni_NCTC_11168"
"224"	306263	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter lari RM2100"	"Campylobacter lari RM2100"	"Campylobacter_lari_RM2100"
"225"	553218	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter rectus RM3267"	"Campylobacter rectus RM3267"	"Campylobacter_rectus_RM3267"
"226"	1244083	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter showae CSUNSWCD"	"Campylobacter showae CSUNSWCD"	"Campylobacter_showae_CSUNSWCD"
"227"	888826	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter upsaliensis JV21"	"Campylobacter upsaliensis JV21"	"Campylobacter_upsaliensis_JV21"
"228"	1237085	"Archaea"	"Thaumarchaeota"	"Nitrososphaeria"	"Nitrososphaerales"	"Nitrososphaeraceae"	"Nitrososphaera"	"Candidatus Nitrososphaera gargensis Ga9.2"	"Candidatus Nitrososphaera gargensis Ga9.2"	"Candidatus_Nitrososphaera_gargensis_Ga9_2"
"229"	641143	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Capnocytophaga"	"Capnocytophaga granulosa ATCC 51502"	"Capnocytophaga granulosa ATCC 51502"	"Capnocytophaga_granulosa_ATCC_51502"
"230"	521097	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Capnocytophaga"	"Capnocytophaga ochracea DSM 7271"	"Capnocytophaga ochracea DSM 7271"	"Capnocytophaga_ochracea_DSM_7271"
"231"	553177	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Capnocytophaga"	"Capnocytophaga sputigena ATCC 33612"	"Capnocytophaga sputigena ATCC 33612"	"Capnocytophaga_sputigena_ATCC_33612"
"232"	451640	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Catenibacterium"	"Catenibacterium mitsuokai DSM 15897"	"Catenibacterium mitsuokai DSM 15897"	"Catenibacterium_mitsuokai_DSM_15897"
"233"	566551	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Cedecea"	"Cedecea davisae DSM 4568"	"Cedecea davisae DSM 4568"	"Cedecea_davisae_DSM_4568"
"234"	642492	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Cellulosilyticum"	"Cellulosilyticum lentocellum DSM 5427"	"Cellulosilyticum lentocellum DSM 5427"	"Cellulosilyticum_lentocellum_DSM_5427"
"235"	935839	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Promicromonosporaceae"	"Cellulosimicrobium"	"Cellulosimicrobium cellulans J36"	"Cellulosimicrobium cellulans J36"	"Cellulosimicrobium_cellulans_J36"
"236"	1319815	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Cetobacterium"	"Cetobacterium somerae ATCC BAA-474"	"Cetobacterium somerae ATCC BAA-47401"	"Cetobacterium_somerae_ATCC_BAA_47401"
"237"	1261127	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Citrobacter"	"Citrobacter amalonaticus Y19"	"Citrobacter amalonaticus Y19"	"Citrobacter_amalonaticus_Y19"
"238"	1006003	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Citrobacter"	"Citrobacter freundii ATCC 8090 = MTCC 1658"	"Citrobacter freundii ATCC 8090"	"Citrobacter_freundii_ATCC_8090"
"239"	1400136	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Citrobacter"	"Citrobacter freundii UCI 31"	"Citrobacter freundii UCI 31"	"Citrobacter_freundii_UCI_31"
"240"	290338	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Citrobacter"	"Citrobacter koseri ATCC BAA-895"	"Citrobacter koseri ATCC BAA-895"	"Citrobacter_koseri_ATCC_BAA_895"
"241"	1639133	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Citrobacter"	"Citrobacter portucalensis"	"Citrobacter sp. 30_2"	"Citrobacter_sp_30_2"
"242"	500640	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Citrobacter"	"Citrobacter youngae ATCC 29220"	"Citrobacter youngae ATCC 29220"	"Citrobacter_youngae_ATCC_29220"
"243"	866499	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Cloacibacillus"	"Cloacibacillus evryensis DSM 19522"	"Cloacibacillus evryensis DSM 19522"	"Cloacibacillus_evryensis_DSM_19522"
"244"	457421	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	"Clostridiales bacterium 1_7_47FAA"	"Clostridiales sp. 1_7_47FAA"	"Clostridiales_sp_1_7_47FAA"
"245"	272562	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium acetobutylicum ATCC 824"	"Clostridium acetobutylicum ATCC 824"	"Clostridium_acetobutylicum_ATCC_824"
"246"	518636	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnoclostridium"	"Clostridium asparagiforme DSM 15981"	"Clostridium asparagiforme DSM 15981"	"Clostridium_asparagiforme_DSM_15981"
"247"	445973	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Intestinibacter"	"Intestinibacter bartlettii DSM 16795"	"Clostridium bartlettii DSM 16795"	"Clostridium_bartlettii_DSM_16795"
"248"	290402	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium beijerinckii NCIMB 8052"	"Clostridium beijerinckii NCIMB 8052"	"Clostridium_beijerinckii_NCIMB_8052"
"249"	1233170	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Paraclostridium"	"Paraclostridium bifermentans ATCC 19299"	"Clostridium bifermentans ATCC 19299"	"Clostridium_bifermentans_ATCC_19299"
"250"	411902	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnoclostridium"	"Clostridium bolteae ATCC BAA-613"	"Clostridium bolteae ATCC BAA-613"	"Clostridium_bolteae_ATCC_BAA_613"
"251"	441770	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium botulinum A str. ATCC 19397"	"Clostridium botulinum A str. ATCC 19397"	"Clostridium_botulinum_A_str_ATCC_19397"
"252"	413999	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium botulinum A str. ATCC 3502"	"Clostridium botulinum A str. ATCC 3502"	"Clostridium_botulinum_A_str_ATCC_3502"
"253"	441771	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium botulinum A str. Hall"	"Clostridium botulinum A str. Hall"	"Clostridium_botulinum_A_str_Hall"
"254"	445336	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium botulinum Bf"	"Clostridium botulinum Bf"	"Clostridium_botulinum_Bf"
"255"	536233	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium botulinum E1 str. 'BoNT E Beluga'"	"Clostridium botulinum E1 str. 'BoNT E Beluga'"	"Clostridium_botulinum_E1_str_BoNT_E_Beluga"
"256"	758678	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium botulinum F str. 230613"	"Clostridium botulinum F str. 230613"	"Clostridium_botulinum_F_str_230613"
"257"	1316931	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium butyricum DSM 10702"	"Clostridium butyricum DSM 10702"	"Clostridium_butyricum_DSM_10702"
"258"	632245	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium butyricum E4 str. BoNT E BL5262"	"Clostridium butyricum E4 str. BoNT E BL5262"	"Clostridium_butyricum_E4_str_BoNT_E_BL5262"
"259"	1280692	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium cadaveris AGR2141"	"Clostridium cadaveris AGR2141"	"Clostridium_cadaveris_AGR2141"
"260"	545697	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium celatum DSM 1785"	"Clostridium celatum DSM 1785"	"Clostridium_celatum_DSM_1785"
"261"	1121303	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"Ruminiclostridium"	"Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832"	"Clostridium cellobioparum DSM 1351"	"Clostridium_cellobioparum_DSM_1351"
"262"	742733	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnoclostridium"	"Clostridium citroniae WAL-17108"	"Clostridium citroniae WAL-17108"	"Clostridium_citroniae_WAL_17108"
"263"	720554	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"Hungateiclostridium"	"Hungateiclostridium clariflavum DSM 19732"	"Clostridium clariflavum DSM 19732"	"Clostridium_clariflavum_DSM_19732"
"264"	999410	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnoclostridium"	"Clostridium clostridioforme CM201"	"Clostridium clostridioforme CM201"	"Clostridium_clostridioforme_CM201"
"265"	645462	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Clostridioides"	"Clostridioides difficile CD196"	"Clostridium difficile CD196"	"Clostridium_difficile_CD196"
"266"	525258	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Clostridioides"	"Clostridioides difficile NAP07"	"Clostridium difficile NAP07"	"Clostridium_difficile_NAP07"
"267"	525259	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Clostridioides"	"Clostridioides difficile NAP08"	"Clostridium difficile NAP08"	"Clostridium_difficile_NAP08"
"268"	645463	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Clostridioides"	"Clostridioides difficile R20291"	"Clostridium difficile R20291"	"Clostridium_difficile_R20291"
"269"	1121315	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Terrisporobacter"	"Terrisporobacter glycolicus ATCC 14880 = DSM 1288"	"Clostridium glycolicum ATCC 14880"	"Clostridium_glycolicum_ATCC_14880"
"270"	999412	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Hungatella"	"Hungatella hathewayi 12489931"	"Clostridium hathewayi 12489931"	"Clostridium_hathewayi_12489931"
"271"	566550	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Hungatella"	"Hungatella hathewayi DSM 13479"	"Clostridium hathewayi DSM 13479"	"Clostridium_hathewayi_DSM_13479"
"272"	500633	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	NA	"Clostridium hiranonis DSM 13275"	"Clostridium hiranonis TO-931 DSM 13275"	"Clostridium_hiranonis_TO_931_DSM_13275"
"273"	553973	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnoclostridium"	"Clostridium hylemonae DSM 15053"	"Clostridium hylemonae DSM 15053"	"Clostridium_hylemonae_DSM_15053"
"274"	1304881	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnoclostridium"	"Clostridium indolis DSM 755"	"Clostridium indolis DSM 755"	"Clostridium_indolis_DSM_755"
"275"	999413	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelatoclostridium"	"Clostridium innocuum 2959"	"Clostridium innocuum 2959"	"Clostridium_innocuum_2959"
"276"	428125	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	"Clostridium leptum DSM 753"	"Clostridium leptum DSM 753"	"Clostridium_leptum_DSM_753"
"277"	1286820	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnoclostridium"	"Clostridium methoxybenzovorans SR3"	"Clostridium methoxybenzovorans SR3"	"Clostridium_methoxybenzovorans_SR3"
"278"	537013	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	"Clostridium methylpentosum DSM 5476"	"Clostridium methylpentosum R2, DSM 5476"	"Clostridium_methylpentosum_R2_DSM_5476"
"279"	500632	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Tyzzerella"	"Tyzzerella nexilis DSM 1787"	"Clostridium nexile DSM 1787"	"Clostridium_nexile_DSM_1787"
"280"	1280689	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium paraputrificum AGR2156"	"Clostridium paraputrificum AGR2156"	"Clostridium_paraputrificum_AGR2156"
"281"	195103	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium perfringens ATCC 13124"	"Clostridium perfringens ATCC 13124"	"Clostridium_perfringens_ATCC_13124"
"282"	445974	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelatoclostridium"	"Erysipelatoclostridium ramosum DSM 1402"	"Clostridium ramosum VPI 0427, DSM 1402"	"Clostridium_ramosum_VPI_0427_DSM_1402"
"283"	1121333	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelatoclostridium"	"Clostridium saccharogumia DSM 17460"	"Clostridium saccharogumia DSM 17460"	"Clostridium_saccharogumia_DSM_17460"
"284"	931276	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium saccharoperbutylacetonicum N1-4(HMT)"	"Clostridium saccharoperbutylacetonicum N1-4(HMT)"	"Clostridium_saccharoperbutylacetonicum_N1_4_HMT"
"285"	1202534	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium sartagoforme AAU1"	"Clostridium sartagoforme AAU1"	"Clostridium_sartagoforme_AAU1"
"286"	411468	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnoclostridium"	"Clostridium scindens ATCC 35704"	"Clostridium scindens ATCC 35704"	"Clostridium_scindens_ATCC_35704"
"287"	1292036	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Paeniclostridium"	"Paeniclostridium sordellii ATCC 9714"	"Clostridium sordellii ATCC 9714"	"Clostridium_sordellii_ATCC_9714"
"288"	457396	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium sp. 7_2_43FAA"	"Clostridium sp M62/1"	"Clostridium_sp_7_2_43FAA"
"289"	411489	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium sp. L2-50"	"Clostridium sp. 7_2_43FAA"	"Clostridium_sp_L2_50"
"290"	411486	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium sp. M62/1"	"Clostridium sp. L2-50"	"Clostridium_sp_M62_1"
"291"	411484	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium sp. SS2/1"	"Clostridium sp. SS2/1"	"Clostridium_sp_SS2_1"
"292"	1042156	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium sp. SY8519"	"Clostridium sp. SY8519"	"Clostridium_sp_SY8519"
"293"	428126	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelatoclostridium"	"Clostridium spiroforme DSM 1552"	"Clostridium spiroforme DSM 1552"	"Clostridium_spiroforme_DSM_1552"
"294"	471871	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium sporogenes ATCC 15579"	"Clostridium sporogenes ATCC 15579"	"Clostridium_sporogenes_ATCC_15579"
"295"	1121334	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	"Clostridium sporosphaeroides DSM 1294"	"Clostridium sporosphaeroides DSM 1294"	"Clostridium_sporosphaeroides_DSM_1294"
"296"	499177	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Acetoanaerobium"	"Acetoanaerobium sticklandii DSM 519"	"Clostridium sticklandii DSM 519"	"Clostridium_sticklandii_DSM_519"
"297"	411472	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnoclostridium"	"Clostridium symbiosum ATCC 14940"	"Clostridium symbiosum ATCC 14940"	"Clostridium_symbiosum_ATCC_14940"
"298"	742740	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnoclostridium"	"Clostridium symbiosum WAL-14163"	"Clostridium symbiosum WAL-14163"	"Clostridium_symbiosum_WAL_14163"
"299"	742741	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnoclostridium"	"Clostridium symbiosum WAL-14673"	"Clostridium symbiosum WAL-14673"	"Clostridium_symbiosum_WAL_14673"
"300"	1121342	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium"	"Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008"	"Clostridium tyrobutyricum DSM 2637"	"Clostridium_tyrobutyricum_DSM_2637"
"301"	1121344	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	"Clostridium viride DSM 6836"	"Clostridium viride DSM 6836"	"Clostridium_viride_DSM_6836"
"302"	411903	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriaceae"	"Collinsella"	"Collinsella aerofaciens ATCC 25986"	"Collinsella aerofaciens ATCC 25986"	"Collinsella_aerofaciens_ATCC_25986"
"303"	521003	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriaceae"	"Collinsella"	"Collinsella intestinalis DSM 13280"	"Collinsella intestinalis DSM 13280"	"Collinsella_intestinalis_DSM_13280"
"304"	445975	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriaceae"	"Collinsella"	"Collinsella stercoris DSM 13279"	"Collinsella stercoris DSM 13279"	"Collinsella_stercoris_DSM_13279"
"305"	742742	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriaceae"	"Collinsella"	"Collinsella tanakaei YIT 12063"	"Collinsella tanakaei YIT 12063"	"Collinsella_tanakaei_YIT_12063"
"306"	688245	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Comamonas"	"Comamonas testosteroni CNB-2"	"Comamonas testosteroni CNB-2"	"Comamonas_testosteroni_CNB_2"
"307"	100884	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Coprobacillus"	"Coprobacillus cateniformis"	"Coprobacillus sp. 29_1"	"Coprobacillus_sp_29_1"
"308"	556270	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Coprobacillus"	"Coprobacillus sp. D7"	"Coprobacillus sp. D7"	"Coprobacillus_sp_D7"
"309"	717962	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"Coprococcus catus GD/7"	"Coprococcus catus GD/7"	"Coprococcus_catus_GD_7"
"310"	470146	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"Coprococcus comes ATCC 27758"	"Coprococcus comes ATCC 27758"	"Coprococcus_comes_ATCC_27758"
"311"	411474	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"Coprococcus eutactus ATCC 27759"	"Coprococcus eutactus ATCC 27759"	"Coprococcus_eutactus_ATCC_27759"
"312"	649754	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"Corynebacterium ammoniagenes DSM 20306"	"Corynebacterium ammoniagenes DSM 20306"	"Corynebacterium_ammoniagenes_DSM_20306"
"313"	553204	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"Corynebacterium amycolatum SK46"	"Corynebacterium amycolatum SK46"	"Corynebacterium_amycolatum_SK46"
"314"	548476	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"Corynebacterium aurimucosum ATCC 700975"	"Corynebacterium aurimucosum ATCC 700975"	"Corynebacterium_aurimucosum_ATCC_700975"
"315"	1035195	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"Corynebacterium durum F0235"	"Corynebacterium durum F0235"	"Corynebacterium_durum_F0235"
"316"	548477	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"Corynebacterium glucuronolyticum ATCC 51867"	"Corynebacterium glucuronolyticum ATCC 51867"	"Corynebacterium_glucuronolyticum_ATCC_51867"
"317"	645127	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"Corynebacterium kroppenstedtii DSM 44385"	"Corynebacterium kroppenstedtii DSM 44385"	"Corynebacterium_kroppenstedtii_DSM_44385"
"318"	1121367	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"Corynebacterium propinquum DSM 44285"	"Corynebacterium propinquum DSM 44285"	"Corynebacterium_propinquum_DSM_44285"
"319"	525268	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"Corynebacterium striatum ATCC 6940"	"Corynebacterium striatum ATCC 6940"	"Corynebacterium_striatum_ATCC_6940"
