rxnID	metNames	Class
rxnAGORA4065	Molybdate	Mineral
rxnAGORA4095	Isocitrate	Organic acid
rxnAGORA4109	Pimelate	Others
rxnAGORA4110	L-Sorbitol (iMM904)	Polyol
rxnAGORA4119	cardiolipin (12-methyl-tridecanoyl, iso-C14)	Fatty acid
rxnAGORA4120	R_R__2_3_Butanediol	Others
rxnAGORA4125	teichuronic acid (GlcA + GalNac, 45 repeating unit)	Amino sugar
rxnAGORA4136	methanol	Alcohol
rxnAGORA4137	pectins	Sugar
rxnAGORA4170	Protoheme	Protoporphyrin
rxnAGORA4171	Dimer GalNAc-GlcA	Amino sugar
rxnAGORA4172	Dimer GalNAc-IdoA	Amino sugar
rxnAGORA4173	Dimer GalNAc-IdoA2S	Amino sugar
rxnAGORA4174	Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000	Sugar
rxnAGORA4175	chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan	Sugar
rxnAGORA4176	Dimer GalNAc4S-GlcA	Amino sugar
rxnAGORA4177	Not degradable product CSABCPASE_A/B, Gal4S-Gal-Xyl-L-Ser-protein	Others
rxnAGORA4178	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan	Others
rxnAGORA4179	Dimer GalNAc4S-IdoA2S	Others
rxnAGORA4180	chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan	Others
rxnAGORA4181	Dimer GalNAc6S-GlcA	Others
rxnAGORA4182	Not degradable product CSABCPASE_C, Gal6S-Gal-Xyl-L-Ser-protein	Others
rxnAGORA4183	hyaluronan	Others
rxnAGORA4184	hyaluronan degradation product 1	Others
rxnAGORA4185	hyaluronan biosynthesis, precursor 1	Others
rxnAGORA4186	Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>	Others
rxnAGORA4187	L-iduronate	Others
rxnAGORA4188	Pectic galactan (potato), gal: arab-L: rmn: galur = 78: 9: 4: 9 (www.megazyme.com). Assumed to consist of 100 sugars per macromo... <Preview truncated at 128 characters>	Sugar
rxnAGORA4189	Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)	Sugar
rxnAGORA4215	Amylopectin, 900 repeat units	Sugar
rxnAGORA4216	amylose (n=300 repeat units, alpha-1,4-glc)	Sugar
rxnAGORA4217	Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>	Sugar
rxnAGORA4218	Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D	Sugar
rxnAGORA4219	beta-glucans	Sugar
rxnAGORA4220	Dextran 40, 1,6-alpha-D-Glucan	Sugar
rxnAGORA4221	Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed	Sugar
rxnAGORA4222	Glucosamine 2,6-sulfate	Amino sugar
rxnAGORA4223	Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D	Sugar
rxnAGORA4224	heparan sulfate proteoglycan	Others
rxnAGORA4225	Product 1 HEPARL1_e, IdoA-GlcN2,6diS-GlcA-GlcN2,3,6triS	Others
rxnAGORA4226	Product AS3TASE_HS2, GlcN2S-IdoA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	Others
rxnAGORA4227	Product GAM2STASE_HS3, GlcN-IdoA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	Others
rxnAGORA4228	Product GLCNACASE_HS2, GlcA-GlcNAc-IdoA-Gal-Gal-Xyl-L-Ser (protein)	Others
rxnAGORA4229	Product GLCAASE_HS, GlcNAc-IdoA-Gal-Gal-Xyl-L-Ser (protein)	Others
rxnAGORA4230	Product GLCNACASE_HS3, IdoA-Gal-Gal-Xyl-L-Ser (protein)	Others
rxnAGORA4231	Product IDOURASE_HS3, Gal-Gal-Xyl-L-Ser (protein)	Others
rxnAGORA4232	Product 2 HEPARL1_e, IdoA2S-GlcN2,6diS-IdoA2S-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein)	Others
rxnAGORA4233	Product IDOURASE_HS1, GlcN2,6diS-GlcA-GlcN2,3,6triS	Others
rxnAGORA4234	Product AS6TASE_HS1, GlcN2S-GlcA-GlcN2,3diS	Others
rxnAGORA4235	Product AS3TASE_HS1, GlcN2S-GlcA-GlcN2S	Others
rxnAGORA4236	Product GAM2STASE_HS2, GlcN-GlcA-GlcN	Others
rxnAGORA4237	Product IS2TASE_HS1, IdoA-GlcN2,6diS-IdoA-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein)	Others
rxnAGORA4238	Product IDOURASE_HS2, GlcN2,6diS-IdoA-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein)	Others
rxnAGORA4239	Product AS6TASE_HS2, GlcN2S-IdoA-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein)	Others
rxnAGORA4240	Undegradable product GALASE_HS, Xyl-L-Ser (protein)	Others
rxnAGORA4241	Levan, 1000 fructose units	Sugar
rxnAGORA4242	Levanbiose	Sugar
rxnAGORA4243	Levantriose	Sugar
rxnAGORA4244	Levantetraose	Sugar
rxnAGORA4245	Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951	Sugar
rxnAGORA4246	Laminaribiose	Sugar
rxnAGORA4247	laminarin (n=30 repeat units, beta -1,3 glc)	Sugar
rxnAGORA4248	Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L	Sugar
rxnAGORA4283	trans-4-hydroxy-L-proline	Aminoacid
rxnAGORA4284	Isochenodeoxycholate	Bile salt
rxnAGORA4285	Isocholate	Bile salt
rxnAGORA4291	Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D	Sugar
rxnAGORA4314	2-o-methylfucose (rare sugar in rhamnogalacturonan II)	Sugar
rxnAGORA4315	2-O-methylxylose (rare sugar in rhamnogalacturonan II)	Sugar
rxnAGORA4316	3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)	Sugar
rxnAGORA4317	Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)	Sugar
rxnAGORA4318	D-Apiose (rare sugar in rhamnogalacturonan II)	Sugar
rxnAGORA4319	3-Deoxy-D-manno-2-octulosonate	Sugar
rxnAGORA4320	Alpha-mannan, yeast, has a MW of about 25000 (PMID: 5461381), equals ~ 140 mannose units. ID according to iMM904	Sugar
rxnAGORA4321	Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>	Sugar
rxnAGORA4480	dTTP	Others
rxnAGORA4487	N-acetyl-D-mannosamine	Amino sugar
rxnAGORA4524	5-Methyltetrahydrofolate	Vitamin
rxnAGORA4525	starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)	Sugar
rxnAGORA4526	5,6,7,8-Tetrahydrofolate	Vitamin
rxnAGORA4547	Galacto-N-biose	Amino sugar
rxnAGORA4548	Lacto-N-biose	Amino sugar
rxnAGORA4559	Propane-1,3-diol	Others
rxnAGORA4560	Menaquinone 7	Vitamin
rxnAGORA4561	Menaquinone 8	Vitamin
rxnAGORA4562	Ubiquinone-8	Vitamin
rxnAGORA4654	xanthosine	Others
rxnAGORA4664	Dimethyl sulfide	Others
rxnAGORA4665	Dimethyl sulfoxide	Others
rxnAGORA4666	Sulfite	Others
rxnAGORA4676	Tetrathionate	Others
rxnAGORA4700	Coenzyme A	Others
rxnAGORA4701	GTP	Others
rxnAGORA4702	Thiamin monophosphate	Vitamin
rxnAGORA4726	Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587	Sugar
rxnAGORA4731	S-Adenosyl-L-methionine	Aminoacid
rxnAGORA4732	CMP	Others
rxnAGORA4733	dATP	Others
rxnAGORA4734	Nicotinamide adenine dinucleotide phosphate	Vitamin
rxnAGORA4744	L-Idonate	Others
rxnAGORA4759	trans-Cinnamate	Hydroxycinnamic acid
rxnAGORA4760	selenate	Others
rxnAGORA4761	selenite	Others
rxnAGORA4769	butanol	Others
rxnAGORA4774	Methanethiol	Others
rxnAGORA4782	Indolepropionate	Indole
rxnAGORA4783	(R)-3-(4-Hydroxyphenyl)propionate	Benzoic acid
rxnAGORA4819	2-Oxobutanoate	Organic acid
rxnAGORA4836	2-methylbutyrate	Organic acid
rxnAGORA4837	4-Methylcatechol	Catechol
rxnAGORA4838	5-Aminopentanoate	Organic acid
rxnAGORA4839	Indole-3-propionate	Indole
rxnAGORA4840	p-Cresol	Phenol
rxnAGORA4891	choloyl-CoA(4-)	Others
rxnAGORA4892	chenodeoxycholoyl coenzyme a	Others
rxnAGORA4893	Ursodeoxycholoyl-CoA	Bile salt
rxnAGORA4894	lithocholate	Bile salt
rxnAGORA4895	Ursodiol	Bile salt
rxnAGORA4896	Allodeoxycholic acid	Bile salt
rxnAGORA4897	Allolithocholic acid	Bile salt
rxnAGORA4898	deoxycholic acid	Bile salt
rxnAGORA4911	L-cystine	Aminoacid
rxnAGORA4912	Reduced riboflavin	Vitamin
rxnAGORA4928	p-hydroxyphenylpropionic acid	Benzoic acid
rxnAGORA4948	Valeric Acid	Short chain fatty acid
rxnAGORA4953	Ursocholate	Bile salt
rxnAGORA5028	Ubiquinol-8	Others
rxnAGORA5120	Choline sulfate	Others
rxnAGORA5127	Polysulfide	Others
rxnAGORA5131	Thiamine diphosphate	Vitamin
rxnAGORA5155	cholesterol	Cholesterol
rxnAGORA5156	Coprostanol	Others
rxnAGORA5182	S-Adenosyl-L-homocysteine	Aminoacid
rxnAGORA5258	Methane	Others
rxnAGORA5259	formaldehyde	Others
rxnAGORA5260	Bicarbonate	Others
rxnAGORA5348	Hydrogen peroxide	Others
rxnAGORA5476	Oxaloacetate	Others
rxnAGORA5485	dTDP-L-rhamnose	Others
rxnAGORA5486	UDP-D-glucuronate	Others
rxnAGORA5538	choline phosphate(1-)	Others
