mets,metNames,metID,metFormulas,metCharges,metKEGGID,metHMDBID,b
toct2eACP[c],"trans-Oct-2-enoyl-[acyl-carrier protein]",cpdAGORA1843,C19H33N2O8PRS,-1,,,0
toctd2eACP[c],"trans-octadec-2-enoyl-[acyl-carrier protein]",cpdAGORA1844,C29H53N2O8PRS,-1,,,0
tpalm2eACP[c],"trans-Hexadec-2-enoyl-[acyl-carrier protein]",cpdAGORA1845,C27H49N2O8PRS,-1,,,0
tre6p[c],"alpha,alpha-Trehalose 6-phosphate",cpdAGORA1846,C12H21O14P,-2,,,0
trypta[c],"tryptaminium",cpdAGORA1847,C10H13N2,1,C00398,HMDB00303,0
trypta[e],"tryptaminium",cpdAGORA1848,C10H13N2,1,C00398,HMDB00303,0
tsul[e],"thiosulfate(2-)",cpdAGORA1849,O3S2,-2,C05529,HMDB00257,0
ttdca[e],"tetradecanoate (n-C14:0)",cpdAGORA1850,C14H27O2,-1,C06424,HMDB00806,0
tym[c],"tyraminium",cpdAGORA1851,C8H12NO,1,C00483,HMDB00306,0
tym[e],"tyraminium",cpdAGORA1852,C8H12NO,1,C00483,HMDB00306,0
u23ga[c],"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine",cpdAGORA1853,C43H75N3O20P2,-2,,,0
u3aga[c],"UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine",cpdAGORA1854,C31H51N3O19P2,-2,,,0
u3hga[c],"UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine",cpdAGORA1855,C29H50N3O18P2,-1,,,0
uaaAgla[c],"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine",cpdAGORA1856,C94H153N8O26P2,-3,,,0
uaaAgtla[c],"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine",cpdAGORA1857,C94H155N9O25P2,-2,,,0
uaaGgtla[c],"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine",cpdAGORA1858,C94H155N9O25P2,-2,,,0
uaagtmda[c],"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",cpdAGORA1859,C95H154N9O27P2,-3,,,0
udpglcur[c],"UDP-D-glucuronate",cpdAGORA1860,C15H19N2O18P2,-3,C00167,HMDB00935,0
uppg3[c],"Uroporphyrinogen III",cpdAGORA1861,C40H36N4O16,-8,C01051,HMDB01086,0
ura[e],"uracil",cpdAGORA1862,C4H4N2O2,0,C00106,HMDB00300,0
urcan[c],"Urocanate",cpdAGORA1863,C6H5N2O2,-1,C00785,HMDB00301,0
urdgly[c],"Ureidoglycine",cpdAGORA1864,C3H7N3O3,0,C02091,,0
urdglyc[c],"(-)-Ureidoglycolate",cpdAGORA1865,C3H5N2O4,-1,,,0
urea[c],"Urea",cpdAGORA1866,CH4N2O,0,C00086,HMDB00294,0
xol7ah2al[c],"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al",cpdAGORA1867,C27H46O3,0,C05445,HMDB06894,0
xol7ah3[c],"5beta-cholestane-3alpha,7alpha,26-triol",cpdAGORA1868,C27H48O3,0,C05444,HMDB12455,0
xu1p_D[c],"D-Xylulose 1-phosphate",cpdAGORA1869,C5H9O8P,-2,,HMDB06534,0
xylt_D[c],"D-Xylonate",cpdAGORA1870,C5H9O6,-1,,,0
12npthldl[c],"1,2-Naphthalenediol",cpdAGORA1871,C10H8O2,0,,,0
1h2npt[c],"1-Hydroxy-2-naphthoate",cpdAGORA1872,C11H7O3,-1,,,0
2kmb[c],"2-keto-4-methylthiobutyrate",cpdAGORA1873,C5H7O3S,-1,C01180,HMDB01553,0
3hcddec5eACP[c],"(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]",cpdAGORA1874,C23H41N2O9PRS,-1,,,0
3hcmrs7eACP[c],"(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]",cpdAGORA1875,C25H45N2O9PRS,-1,,,0
3hcpalm9eACP[c],"(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]",cpdAGORA1876,C27H49N2O9PRS,-1,,,0
3hcvac11eACP[c],"(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]",cpdAGORA1877,C29H53N2O9PRS,-1,,,0
3mcat[c],"3-Methylcatechol",cpdAGORA1878,C7H8O2,0,,,0
3msaclt[c],"3-Methylsalicylate",cpdAGORA1879,C8H7O3,-1,,,0
4hmcachl[c],"4-Hydroxymethylcatechol",cpdAGORA1880,C7H8O3,0,,,0
4hmsaclt[c],"4-Hydroxymethylsalicylate",cpdAGORA1881,C8H7O4,-1,,,0
4mcat[c],"4-Methylcatechol",cpdAGORA1882,C7H8O2,0,,,0
altrn[c],"D-Altronate",cpdAGORA1883,C6H11O7,-1,,,0
cbmt[c],"Carbamate",cpdAGORA1884,CH2NO2,-1,,,0
cynt[c],"Cyanate",cpdAGORA1885,CNO,-1,C01417,HMDB02078,0
dhmtp[c],"dhmtp[c]",cpdAGORA1886,C6H9O3S,-1,C15606,HMDB12134,0
hxal[c],"hexanal",cpdAGORA1887,C6H12O,0,,,0
imogly[c],"Iminoglycine",cpdAGORA1888,C2H3NO2,0,C15809,,0
malylcoa[c],"Malyl-CoA (iSO783)",cpdAGORA1889,C25H36N7O20P3S,-4,,HMDB01021,0
mcrea[c],"m-Cresotic acid",cpdAGORA1890,C8H7O3,-1,,,0
mev_R[c],"(R)-mevalonate",cpdAGORA1891,C6H11O4,-1,C00418,HMDB00227,0
tmao[e],"Trimethylamine N-oxide",cpdAGORA1892,C3H9NO,0,,,0
xan[e],"Xanthine",cpdAGORA1893,C5H4N4O2,0,C00385,HMDB00292,0
15dap[e],"1,5-Diaminopentane",cpdAGORA1894,C5H16N2,2,,,0
23dpg[c],"2,3-bisphosphonato-D-glycerate(5-)",cpdAGORA1895,C3H3O10P2,-5,C01159,HMDB01294,0
26dap_M[e],"meso-2,6-Diaminoheptanedioate",cpdAGORA1896,C7H14N2O4,0,,,0
2dmmq8[e],"2-Demethylmenaquinone 8",cpdAGORA1897,C50H70O2,0,,,0
2hydog[c],"2-hydroxyglutarate",cpdAGORA1898,C5H6O5,-2,,,0
2hydogcoa[c],"2-hydroxyglutaryl-CoA",cpdAGORA1899,C26H38N7O20P3S,-4,C03058,,0
2obut[e],"2-Oxobutanoate",cpdAGORA1900,C4H5O3,-1,C00109,HMDB00005,0
4hbutcoa[c],"4-Hydroxybutyryl-CoA",cpdAGORA1901,C25H38N7O18P3S,-4,C11062,,0
4hdxbutn[c],"4-Hydroxybutanoate",cpdAGORA1902,C4H7O3,-1,C00989,HMDB00710,0
M01966[c],"Alpha-D-Glucose 1,6-bisphosphate",cpdAGORA1903,C6H11O12P2,-3,C01231,,0
ade[e],"Adenine",cpdAGORA1904,C5H5N5,0,C00147,HMDB00034,0
cro4[c],"chromate",cpdAGORA1905,CrO4,-2,,,0
cro4[e],"chromate",cpdAGORA1906,CrO4,-2,,,0
cytd[e],"Cytidine",cpdAGORA1907,C9H13N3O5,0,C00475,HMDB00089,0
dad_2[e],"2-deoxyadenosine",cpdAGORA1908,C10H13N5O3,0,C00559,HMDB00101,0
dcyt[e],"Deoxycytidine",cpdAGORA1909,C9H13N3O4,0,C00881,HMDB00014,0
dgsn[e],"Deoxyguanosine",cpdAGORA1910,C10H13N5O4,0,C00330,HMDB00085,0
fuc1p_L[c],"L-Fucose 1-phosphate",cpdAGORA1911,C6H11O8P,-2,C02985,HMDB01265,0
glcr[c],"D-glucarate(2-)",cpdAGORA1912,C6H8O8,-2,C00818,HMDB00663,0
glutaccoa[c],"Glutaconoyl-CoA",cpdAGORA1913,C26H36N7O19P3S,-4,C02411,,0
glutar[c],"Glutarate",cpdAGORA1914,C5H6O4,-2,C00489,HMDB00661,0
glutar[e],"Glutarate",cpdAGORA1915,C5H6O4,-2,C00489,HMDB00661,0
gtspmd[c],"Glutathionylspermidine",cpdAGORA1916,C17H36N6O5S,2,,,0
h2[e],"Hydrogen",cpdAGORA1917,H2,0,C00282,HMDB01362,0
ins[e],"Inosine",cpdAGORA1918,C10H12N4O5,0,C00294,HMDB00195,0
mmet[c],"S-Methyl-L-methionine",cpdAGORA1919,C6H14NO2S,1,,,0
mqn8[e],"Menaquinone 8",cpdAGORA1920,C51H72O2,0,C00828,,0
q8[e],"Ubiquinone-8",cpdAGORA1921,C49H74O4,0,,,0
teich_45_BS[c],"teichuronic acid (GlcA + GalNac, 45 repeating unit)",cpdAGORA1922,X,0,,,0
uri[e],"Uridine",cpdAGORA1923,C9H12N2O6,0,C00299,HMDB00296,0
3btcoa[c],"3-Butenoyl-CoA",cpdAGORA1924,C25H36N7O17P3S,-4,,,0
Cit_Mg[c],"Citrate-Mg",cpdAGORA1925,C6H5O7Mg,-1,,,0
Cit_Mg[e],"Citrate-Mg",cpdAGORA1926,C6H5O7Mg,-1,,,0
acmam[c],"N-Acetyl-D-muramoate",cpdAGORA1927,C11H18NO8,-1,,,0
acmama[c],"N-Acetyl-D-muramoyl-L-alanine",cpdAGORA1928,C14H23N2O9,-1,,,0
ctbt[c],"crotonobetaine",cpdAGORA1929,C7H13NO2,0,,,0
ctbt[e],"crotonobetaine",cpdAGORA1930,C7H13NO2,0,,,0
ddca[e],"laurate",cpdAGORA1931,C12H23O2,-1,C02679,HMDB00638,0
gbbtn[c],"gamma-butyrobetaine",cpdAGORA1932,C7H15NO2,0,,,0
gbbtn[e],"gamma-butyrobetaine",cpdAGORA1933,C7H15NO2,0,,,0
nmn[e],"NMN",cpdAGORA1934,C11H14N2O8P,-1,C00455,HMDB00229,0
1pipdn2c[c],"1-piperideine-2-carboxylate",cpdAGORA1935,C6H9NO2,0,C04092,HMDB01084,0
5hxudidzcba[c],"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",cpdAGORA1936,C5H5N4O5,-1,,,0
6a2ohxnt[c],"6-amino-2-oxohexanoic acid",cpdAGORA1937,C6H11NO3,0,C03239,HMDB12151,0
C11821[c],"5-Hydroxyisourate",cpdAGORA1938,C5H4N4O4,0,C11821,,0
L2aadp6sa[c],"L-allysine",cpdAGORA1939,C6H11NO3,0,C04076,HMDB01263,0
alltn_R[c],"(R)-Allantoin",cpdAGORA1940,C4H6N4O3,0,,,0
dpcoa[e],"Dephospho-CoA",cpdAGORA1941,C21H33N7O13P2S,-2,C00882,HMDB01373,0
dtmp[e],"dTMP",cpdAGORA1942,C10H13N2O8P,-2,C00364,HMDB01227,0
thp2c[c],"1-piperideine-6-carboxylate",cpdAGORA1943,C6H8NO2,-1,,HMDB12130,0
urea[e],"Urea",cpdAGORA1944,CH4N2O,0,C00086,HMDB00294,0
12dgr180[e],"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",cpdAGORA1945,C39H76O5,0,,,0
1p2cbxl[c],"1-pyrroline-2-carboxylate",cpdAGORA1946,C5H6NO2,-1,C03564,HMDB06875,0
23dhb[c],"2,3-Dihydroxybenzoate",cpdAGORA1947,C7H5O4,-1,,,0
34dhb[c],"Protocatechuate",cpdAGORA1948,C7H5O4,-1,,,0
36dahx[c],"(3S)-3,6-Diaminohexanoate",cpdAGORA1949,C6H15N2O2,1,C01142,,0
3cmuc[c],"3-Carboxy-cis,cis-muconate",cpdAGORA1950,C7H3O6,-3,,,0
3padsel[c],"3-Phosphoadenylylselenate",cpdAGORA1951,C10H11N5O13P2Se,-4,C05696,HMDB11104,0
4hphac[c],"4-hydroxyphenylacetate",cpdAGORA1952,C8H7O3,-1,C00642,HMDB00020,0
4hphac[e],"4-hydroxyphenylacetate",cpdAGORA1953,C8H7O3,-1,C00642,HMDB00020,0
HC00319[c],"Malonate",cpdAGORA1954,C3H2O4,-2,C00383,HMDB00691,0
HC00319[e],"Malonate",cpdAGORA1955,C3H2O4,-2,C00383,HMDB00691,0
HC02098[c],"3-Hydroxystearoyl-ACP",cpdAGORA1956,C18H35O2SR,0,C16220,,0
HC02099[c],"(2E)-Octadecenoyl-ACP",cpdAGORA1957,C18H33OSR,0,C16221,,0
adn[e],"Adenosine",cpdAGORA1958,C10H13N5O4,0,C00212,HMDB00050,0
adsel[c],"Adenylylselenate",cpdAGORA1959,C10H12N5O10PSe,-2,C05686,HMDB04112,0
ai15tcaglc[c],"Anteisopentadecanoyllipoteichoic acid (n=24), linked, glucose substituted",cpdAGORA1960,C261H468O255P24,-24,,,0
ala_D[e],"D-alanine",cpdAGORA1961,C3H7NO2,0,C00133,HMDB01310,0
arabt_L[c],"L-Arabinonate",cpdAGORA1962,C5H9O6,-1,,,0
bz12diol[c],"cis-1,2-dihydroxycyclohexa-3,5-diene-1-carboxylate",cpdAGORA1963,C7H7O4,-1,C06321,,0
chor[e],"chorismate",cpdAGORA1964,C10H8O6,-2,,,0
cynt[e],"Cyanate",cpdAGORA1965,CNO,-1,C01417,HMDB02078,0
cysam[c],"cysteaminium",cpdAGORA1966,C2H8NS,1,C01678,HMDB02991,0
etha[e],"etha[c]",cpdAGORA1967,C2H8NO,1,C00189,HMDB00149,0
fecrm[c],"Ferrichrome",cpdAGORA1968,C27H42FeN9O12,0,,,0
fecrm[e],"Ferrichrome",cpdAGORA1969,C27H42FeN9O12,0,,,0
galct_D[e],"D-Galactarate",cpdAGORA1970,C6H8O8,-2,,,0
glcr[e],"D-glucarate(2-)",cpdAGORA1971,C6H8O8,-2,C00818,HMDB00663,0
glyclt[e],"glycolate",cpdAGORA1972,C2H3O3,-1,C00160,HMDB00115,0
hacon_C[c],"cis-Homoaconitate (iAF692)",cpdAGORA1973,C7H5O6,-3,,,0
hcit[c],"Homocitrate",cpdAGORA1974,C7H7O7,-3,C01251,HMDB03518,0
hphaccoa[c],"4-Hydroxyphenylacetyl-CoA",cpdAGORA1975,C29H38N7O18P3S,-4,,,0
i14tcaglc[c],"Isotetradecanoyllipoteichoic acid (n=24), linked, glucose substituted",cpdAGORA1976,C259H464O255P24,-24,,,0
i15tcaglc[c],"Isopentadecanoyllipoteichoic acid (n=24), linked, glucose substituted",cpdAGORA1977,C261H468O255P24,-24,,,0
i16tcaglc[c],"Isohexadecanoyllipoteichoic acid (n=24), linked, glucose substituted",cpdAGORA1978,C263H472O255P24,-24,,,0
myrstcaglc[c],"Myristoyllipoteichoic acid (n=24), linked, glucose substituted",cpdAGORA1979,C259H464O255P24,-24,,,0
ncam[e],"Nicotinamide",cpdAGORA1980,C6H6N2O,0,C00153,HMDB01406,0
np2msucccoa[c],"Naphthyl-2-methyl-succinyl-CoA",cpdAGORA1981,C36H43N7O19P3S,-5,C14116,,0
ocdcea[e],"octadecenoate (n-C18:1)",cpdAGORA1982,C18H33O2,-1,C00712,HMDB00207,0
palmtcaglc[c],"Palmitoyllipoteichoic acid (n=24), linked, glucose substituted",cpdAGORA1983,C263H472O255P24,-24,,,0
phpyr[e],"keto-phenylpyruvate",cpdAGORA1984,C9H7O3,-1,C00166,HMDB00205,0
pqq[c],"Pyrroloquinoline-quinone",cpdAGORA1985,C14H3N2O8,-3,,,0
pqqh2[c],"Reduced pyrroloquinoline-quinone",cpdAGORA1986,C14H5N2O8,-3,,,0
ptth[c],"pantetheine",cpdAGORA1987,C11H22N2O4S,0,C00831,HMDB03426,0
quint[c],"Quinate",cpdAGORA1988,C7H11O6,-1,,,0
ser_D[e],"D-serine",cpdAGORA1989,C3H7NO3,0,C00740,HMDB03406,0
sucarg[c],"N2-Succinyl-L-arginine",cpdAGORA1990,C10H17N4O5,-1,,,0
sucglu[c],"N2-Succinyl-L-glutamate",cpdAGORA1991,C9H10NO7,-3,,,0
sucgsa[c],"N2-Succinyl-L-glutamate 5-semialdehyde",cpdAGORA1992,C9H11NO6,-2,,,0
thbpt[c],"5,6,7,8-tetrahydrobiopterin",cpdAGORA1993,C9H15N5O3,0,C00272,HMDB00027,0
urate[c],"Urate",cpdAGORA1994,C5H4N4O3,0,C00366,HMDB00289,0
2shchc[c],"2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate",cpdAGORA1995,C11H10O6,-2,,,0
citmal[c],"(S)-Citramalate",cpdAGORA1996,C5H6O5,-2,C02614,,0
id3acald[c],"indol-3-ylacetaldehyde",cpdAGORA1997,C10H9NO,0,C00637,HMDB01190,0
lald_D[c],"(R)-lactaldehyde",cpdAGORA1998,C3H6O2,0,C00937,HMDB06458,0
sucbz[c],"o-Succinylbenzoate",cpdAGORA1999,C11H8O5,-2,,,0
arach[c],"arachidate",cpdAGORA2000,C20H39O2,-1,C06425,HMDB02212,0
arachcoa[c],"arachidyl coenzyme A",cpdAGORA2001,C41H70N7O17P3S,-4,C02041,HMDB04258,0
atnodp[c],"all-trans-Nonaprenyl diphosphate; solanesyl diphosphate",cpdAGORA2002,C45H73O7P2,-3,C04145,,0
25dkglcn[c],"2,5-diketo-D-gluconate",cpdAGORA2003,C6H7O7,-1,,,0
2dhguln[c],"2-Dehydro-L-gulonate",cpdAGORA2004,C6H9O7,-1,,,0
oxa[e],"oxalate(2-)",cpdAGORA2005,C2O4,-2,C00209,HMDB02329,0
7dhcdchol[e],"7-Dehydrochenodeoxycholate",cpdAGORA2006,C24H37O4,-1,,,0
7ocholate[c],"3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate",cpdAGORA2007,C24H37O5,-1,C04643,,0
7ocholate[e],"3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate",cpdAGORA2008,C24H37O5,-1,C04643,,0
C02528[e],"chenodeoxycholate",cpdAGORA2009,C24H39O4,-1,C02528,HMDB00518,0
cechddd[c],"cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol",cpdAGORA2010,C9H11O4,-1,,,0
cenchddd[c],"cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",cpdAGORA2011,C9H9O4,-1,,,0
cholate[e],"Cholate",cpdAGORA2012,C24H39O5,-1,C00695,HMDB00619,0
cinnm[c],"trans-Cinnamate",cpdAGORA2013,C9H7O2,-1,,,0
cobya[c],"Cobyrinate",cpdAGORA2014,C45H52N4O14Co,-6,C05773,,0
copre8[c],"cobalt-precorrin 8",cpdAGORA2015,C45H52N4O14Co,-6,C11545,,0
hgbyr[c],"Hydrogenobyrinate",cpdAGORA2016,C45H54N4O14,-6,C06399,,0
hkndd[c],"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",cpdAGORA2017,C9H8O6,-2,,,0
hkntd[c],"2-hydroxy-6-ketononatrienedioate",cpdAGORA2018,C9H6O6,-2,,,0
pppn[c],"Phenylpropanoate",cpdAGORA2019,C9H9O2,-1,,,0
pre8[c],"Precorrin 8",cpdAGORA2020,C45H53N4O14,-7,C06408,,0
12ethd[c],"1,2-Ethanediol",cpdAGORA2021,C2H6O2,0,C01380,,0
12ppd_R[c],"(R)-propane-1,2-diol",cpdAGORA2022,C3H8O2,0,C00583,HMDB01881,0
23doguln[c],"(4R,5S)-4,5,6-trihydroxy-2,3-dioxohexanoate",cpdAGORA2023,C6H7O7,-1,C04575,HMDB05971,0
2s5epchc[c],"2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate",cpdAGORA2024,C14H13O9,-3,C16519,,0
3dhguln[c],"3-dehydro-L-gulonate",cpdAGORA2025,C6H9O7,-1,C00618,HMDB06334,0
3dhgulnp[c],"3-keto-L-gulonate-6-phosphate",cpdAGORA2026,C6H8O10P,-3,,,0
4hbz[e],"4-hydroxybenzoate",cpdAGORA2027,C7H5O3,-1,C00156,HMDB00500,0
5pmev[c],"(R)-5-phosphonatomevalonate(3-)",cpdAGORA2028,C6H10O7P,-3,C01107,HMDB01343,0
6pgl[c],"6-phospho-D-glucono-1,5-lactone",cpdAGORA2029,C6H9O9P,-2,C01236,HMDB01127,0
HC01231[c],"N-[(R)-pantothenoyl]-L-cysteinate",cpdAGORA2030,C12H21N2O6S,-1,C04079,HMDB06834,0
ascb6p[c],"L-ascorbate-6-phosphate",cpdAGORA2031,C6H7O9P,-2,,,0
dhpmp[c],"Dihydroneopterin monophosphate",cpdAGORA2032,C9H12N5O7P,-2,,,0
dms[c],"Dimethyl sulfide",cpdAGORA2033,C2H6S,0,,,0
dms[e],"Dimethyl sulfide",cpdAGORA2034,C2H6S,0,,,0
dmso[c],"Dimethyl sulfoxide",cpdAGORA2035,C2H6OS,0,,,0
dmso[e],"Dimethyl sulfoxide",cpdAGORA2036,C2H6OS,0,,,0
galur[c],"D-Galacturonate",cpdAGORA2037,C6H9O7,-1,,,0
glcur[c],"D-glucuronate",cpdAGORA2038,C6H9O7,-1,C00191,HMDB00127,0
man[c],"D-Mannose",cpdAGORA2039,C6H12O6,0,C00159,HMDB00169,0
pppn[e],"Phenylpropanoate",cpdAGORA2040,C9H9O2,-1,,,0
rb15bp[c],"D-Ribulose 1,5-bisphosphate",cpdAGORA2041,C5H8O11P2,-4,,,0
tagur[c],"D-Tagaturonate",cpdAGORA2042,C6H9O7,-1,,,0
tmao[c],"Trimethylamine N-oxide",cpdAGORA2043,C3H9NO,0,,,0
2mmal[c],"(R)-2-Methylmalate",cpdAGORA2044,C5H6O5,-2,,,0
CE5656[c],"lipoyl-AMP(1-)",cpdAGORA2045,C18H25N5O8PS2,-1,C16238,,0
crn[c],"L-Carnitine",cpdAGORA2046,C7H15NO3,0,C15025,HMDB00062,0
crncoa[c],"L-Carnitinyl-CoA",cpdAGORA2047,C28H46N8O18P3S,-3,,,0
ctbtcoa[c],"crotonobetainyl-CoA",cpdAGORA2048,C28H44N8O17P3S,-3,,,0
inost[e],"myo-inositol",cpdAGORA2049,C6H12O6,0,C00137,HMDB00211,0
lipoate[c],"lipoate",cpdAGORA2050,C8H14O2S2,0,C16241,HMDB01451,0
phyldpp[c],"Phytyl diphosphate",cpdAGORA2051,C20H39O7P2,-3,,,0
12ppd_S[e],"(S)-propane-1,2-diol",cpdAGORA2052,C3H8O2,0,C02917,HMDB06213,0
2ins[c],"2-Inosose",cpdAGORA2053,C6H10O6,0,,,0
5dgclur[c],"5-Deoxy glucuronic acid",cpdAGORA2054,C6H9O6,-1,,,0
Tyr_ggn[e],"Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis)",cpdAGORA2055,XOH,0,,,0
d5kg[c],"2-deoxy-5-keto-D-gluconic acid",cpdAGORA2056,C6H9O6,-1,C06892,,0
d5kgp[c],"6-phosphonato-5-dehydro-2-deoxy-D-gluconate(3-)",cpdAGORA2057,C6H8O9P,-3,C06893,,0
dkdi[c],"D-2,3-Diketo 4-deoxy-epi-inositol",cpdAGORA2058,C6H8O5,0,,,0
gd1b_hs[c],"GD1b",cpdAGORA2059,C66H111N4O38FULLRCO,-2,,,0
glygn2[e],"glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",cpdAGORA2060,C66H111O56X,0,,,0
glygn4[e],"glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",cpdAGORA2061,C18H31O16X,0,,,0
glygn5[e],"glycogen, structure 5 (glycogenin-2[1,4-Glc])",cpdAGORA2062,C12H21O11X,0,,,0
gt1b_hs[c],"GT1b",cpdAGORA2063,C77H127N5O46FULLRCO,-3,,,0
gthox[e],"Oxidized glutathione",cpdAGORA2064,C20H30N6O12S2,-2,C00127,HMDB03337,0
mnl[c],"D-Mannitol",cpdAGORA2065,C6H14O6,0,,,0
rmn[c],"L-Rhamnose",cpdAGORA2066,C6H12O5,0,,,0
rmn[e],"L-Rhamnose",cpdAGORA2067,C6H12O5,0,,,0
strch1[e],"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})",cpdAGORA2068,C66H112O56,0,,,0
strch2[e],"starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})",cpdAGORA2069,C18H32O16,0,,,0
chtbs[e],"N,N-diacetylchitobiose",cpdAGORA2070,C16H28N2O11,0,,,0
2hymeph[c],"2-(Hydroxymethyl)phenol",cpdAGORA2071,C7H8O2,0,C06191,,0
5dpmev[c],"(R)-5-Diphosphomevalonate",cpdAGORA2072,C6H10O10P2,-4,C01143,HMDB01090,0
6pgg[c],"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose",cpdAGORA2073,C12H21O14P,-2,C04534,,0
cholp[c],"choline phosphate(1-)",cpdAGORA2074,C5H13NO4P,-1,C00588,HMDB01565,0
hqn[c],"Hydroquinone",cpdAGORA2075,C6H6O2,0,,,0
raffin[e],"Raffinose",cpdAGORA2076,C18H32O16,0,,,0
arabttr[e],"Arabinotriose",cpdAGORA2077,C15H26O13,0,,,0
dgal6p[c],"6-Phospho-D-galactose",cpdAGORA2078,C6H11O9P,-2,,,0
ni2[c],"nickel",cpdAGORA2079,Ni,2,,,0
ni2[e],"nickel",cpdAGORA2080,Ni,2,,,0
xylt[c],"xylitol",cpdAGORA2081,C5H12O5,0,C00379,HMDB02917,0
dma[c],"Dimethylamine",cpdAGORA2082,C2H8N,1,,,0
dmlarg[c],"NG,NG-Dimethyl-L-arginine",cpdAGORA2083,C8H19N4O2,1,,,0
chols[e],"Choline sulfate",cpdAGORA2084,C5H13NO4S,0,,,0
crn[e],"L-Carnitine",cpdAGORA2085,C7H15NO3,0,C15025,HMDB00062,0
diact[c],"Diacetyl",cpdAGORA2086,C4H6O2,0,,,0
diact[e],"Diacetyl",cpdAGORA2087,C4H6O2,0,,,0
lac6p[c],"Lactose 6-phosphate",cpdAGORA2088,C12H21O14P,-2,C05396,HMDB06789,0
pslac[c],"(2R)-O-phospho-3-sulfolactic acid",cpdAGORA2089,C3H3O9PS,-4,C11536,,0
adcobhex[c],"adenosyl-cobyric acid",cpdAGORA2090,C55H76CoN15O11,0,C06507,,0
appl[c],"1-Aminopropan-2-ol",cpdAGORA2091,C3H10NO,1,C05771,,0
applp[c],"D-1-Aminopropan-2-ol O-phosphate",cpdAGORA2092,C3H9NO4P,-1,C04122,,0
cellb[e],"cellobiose",cpdAGORA2093,C12H22O11,0,,,0
din[e],"Deoxyinosine",cpdAGORA2094,C10H12N4O4,0,C05512,HMDB00071,0
duri[e],"Deoxyuridine",cpdAGORA2095,C9H12N2O5,0,C00526,HMDB00012,0
gam[c],"D-Glucosamine",cpdAGORA2096,C6H14NO5,1,C00329,HMDB01514,0
indole[e],"Indole",cpdAGORA2097,C8H7N,0,,,0
actn_R[e],"(R)-Acetoin",cpdAGORA2098,C4H8O2,0,,,0
fuc1p_L[e],"L-Fucose 1-phosphate",cpdAGORA2099,C6H11O8P,-2,C02985,HMDB01265,0
g6p[e],"D-Glucose 6-phosphate",cpdAGORA2100,C6H11O9P,-2,C00092,HMDB01401,0
man6p[e],"D-Mannose 6-phosphate",cpdAGORA2101,C6H11O9P,-2,C00275,HMDB01078,0
pser_D[c],"D-O-Phosphoserine",cpdAGORA2102,C3H6NO6P,-2,C02532,,0
melib[e],"Melibiose",cpdAGORA2103,C12H22O11,0,,,0
2acamsucc[c],"2-(Acetamidomethylene)succinate",cpdAGORA2104,C7H7NO5,-2,C01215,,0
3hphac[c],"3-Hydroxyphenylacetate",cpdAGORA2105,C8H7O3,-1,,,0
3hphac[e],"3-Hydroxyphenylacetate",cpdAGORA2106,C8H7O3,-1,,,0
4hbald[c],"4-Hydroxybenzaldehyde (iJN746)",cpdAGORA2107,C7H6O2,0,,HMDB11718,0
amp[e],"AMP",cpdAGORA2108,C10H12N5O7P,-2,C00020,HMDB00045,0
