mets,metNames,metID,metFormulas,metCharges,metKEGGID,metHMDBID,b
10fthf[c],"10-Formyltetrahydrofolate",cpdAGORA0001,C20H21N7O7,-2,C00234,HMDB00972,0
10m3hddcaACP[c],"10-methyl-3-hydroxy-dodecanoyl-ACP",cpdAGORA0002,C24H45N2O9PRS,-1,,,0
10m3hundecACP[c],"10-methyl-3-hydroxy-undecanoyl-ACP",cpdAGORA0003,C23H43N2O9PRS,-1,,,0
10m3oddcaACP[c],"10-methyl-3-oxo-dodecanoyl-ACP",cpdAGORA0004,C24H43N2O9PRS,-1,,,0
10m3oundecACP[c],"10-methyl-3-oxo-undecanoyl-ACP",cpdAGORA0005,C23H41N2O9PRS,-1,,,0
10mddcaACP[c],"10-methyl-dodecanoyl-ACP",cpdAGORA0006,C24H45N2O8PRS,-1,,,0
10mtddec2eACP[c],"10-methyl-trans-dodec-2-enoyl-ACP",cpdAGORA0007,C24H43N2O8PRS,-1,,,0
10mundecACP[c],"10-methyl-undecanoyl-ACP",cpdAGORA0008,C23H43N2O8PRS,-1,,,0
11m3hddcaACP[c],"11-methyl-3-hydroxy-dodecanoyl-ACP",cpdAGORA0009,C24H45N2O9PRS,-1,,,0
11m3oddcaACP[c],"11-methyl-3-oxo-dodecanoyl-ACP",cpdAGORA0010,C24H43N2O9PRS,-1,,,0
11mddcaACP[c],"11-methyl-dodecanoyl-ACP",cpdAGORA0011,C24H45N2O8PRS,-1,,,0
11mtddec2eACP[c],"11-methyl-trans-dodec-2-enoyl-ACP",cpdAGORA0012,C24H43N2O8PRS,-1,,,0
12daihdglyc[c],"1,2-Dianteisoheptadecanoyl-sn-glycerol",cpdAGORA0013,C37H72O5,0,,,0
12dgr180[c],"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",cpdAGORA0014,C39H76O5,0,,,0
12dihdglyc[c],"1,2-Diisoheptadecanoyl-sn-glycerol",cpdAGORA0015,C37H72O5,0,,,0
12m3hmyrsACP[c],"12-methyl-3-hydroxy-tetra-decanoyl-ACP",cpdAGORA0016,C26H49N2O9PRS,-1,,,0
12m3htridecACP[c],"12-methyl-3-hydroxy-tridecanoyl-ACP",cpdAGORA0017,C25H47N2O9PRS,-1,,,0
12m3omyrsACP[c],"12-methyl-3-oxo-tetra-decanoyl-ACP",cpdAGORA0018,C26H47N2O9PRS,-1,,,0
12m3otridecACP[c],"12-methyl-3-oxo-tridecanoyl-ACP",cpdAGORA0019,C25H45N2O9PRS,-1,,,0
12mmyrsACP[c],"12-methyl-tetra-decanoyl-ACP",cpdAGORA0020,C26H49N2O8PRS,-1,,,0
12mtmrs2eACP[c],"12-methyl-trans-tetra-dec-2-enoyl-ACP",cpdAGORA0021,C26H47N2O8PRS,-1,,,0
12mtridecACP[c],"12-methyl-tridecanoyl-ACP",cpdAGORA0022,C25H47N2O8PRS,-1,,,0
12ppd_S[c],"(S)-propane-1,2-diol",cpdAGORA0023,C3H8O2,0,C02917,HMDB06213,0
13dpg[c],"3-Phospho-D-glyceroyl phosphate",cpdAGORA0024,C3H4O10P2,-4,C00236,HMDB01270,0
13m3hmyrsACP[c],"13-methyl-3-hydroxy-tetra-decanoyl-ACP",cpdAGORA0025,C26H49N2O9PRS,-1,,,0
13m3omyrsACP[c],"13-methyl-3-oxo-tetra-decanoyl-ACP",cpdAGORA0026,C26H47N2O9PRS,-1,,,0
13mmyrsACP[c],"13-methyl-tetra-decanoyl-ACP",cpdAGORA0027,C26H49N2O8PRS,-1,,,0
13mtmrs2eACP[c],"13-methyl-trans-tetra-dec-2-enoyl-ACP",cpdAGORA0028,C26H47N2O8PRS,-1,,,0
14m3hpalmACP[c],"14-methyl-3-hydroxy-hexa-decanoyl-ACP",cpdAGORA0029,C28H53N2O9PRS,-1,,,0
14m3hpentdecACP[c],"14-methyl-3-hydroxy-pentadecanoyl-ACP",cpdAGORA0030,C27H51N2O9PRS,-1,,,0
14m3opalmACP[c],"14-methyl-3-oxo-hexa-decanoyl-ACP",cpdAGORA0031,C28H51N2O9PRS,-1,,,0
14m3opentdecACP[c],"14-methyl-3-oxo-pentadecanoyl-ACP",cpdAGORA0032,C27H49N2O9PRS,-1,,,0
14mpalmACP[c],"14-methyl-hexa-decanoyl-ACP",cpdAGORA0033,C28H53N2O8PRS,-1,,,0
14mpentdecACP[c],"14-methyl-pentadecanoyl-ACP",cpdAGORA0034,C27H51N2O8PRS,-1,,,0
14mtpalm2eACP[c],"14-methyl-trans-hexa-dec-2-enoyl-ACP",cpdAGORA0035,C28H51N2O8PRS,-1,,,0
15dap[c],"1,5-Diaminopentane",cpdAGORA0036,C5H16N2,2,,,0
15m3hpalmACP[c],"15-methyl-3-hydroxy-hexa-decanoyl-ACP",cpdAGORA0037,C28H53N2O9PRS,-1,,,0
15m3opalmACP[c],"15-methyl-3-oxo-hexa-decanoyl-ACP",cpdAGORA0038,C28H51N2O9PRS,-1,,,0
15mpalmACP[c],"15-methyl-hexa-decanoyl-ACP",cpdAGORA0039,C28H53N2O8PRS,-1,,,0
15mtpalm2eACP[c],"15-methyl-trans-hexa-dec-2-enoyl-ACP",cpdAGORA0040,C28H51N2O8PRS,-1,,,0
15phytn[c],"15-cis-Phytoene",cpdAGORA0041,C40H64,0,,,0
1agpe120[c],"1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)",cpdAGORA0042,C17H36NO7P1,0,,,0
1agpe140[c],"1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)",cpdAGORA0043,C19H40NO7P1,0,,,0
1agpe141[c],"1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)",cpdAGORA0044,C19H38NO7P1,0,,,0
1agpe160[c],"1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)",cpdAGORA0045,C21H44NO7P1,0,,,0
1agpe161[c],"1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)",cpdAGORA0046,C21H42NO7P1,0,,,0
1agpe180[c],"1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)",cpdAGORA0047,C23H48NO7P1,0,,,0
1agpe181[c],"1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)",cpdAGORA0048,C23H46NO7P1,0,,,0
1agpg120[c],"1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)",cpdAGORA0049,C18H36O9P1,-1,,,0
1agpg140[c],"1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)",cpdAGORA0050,C20H40O9P1,-1,,,0
1agpg141[c],"1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)",cpdAGORA0051,C20H38O9P1,-1,,,0
1agpg160[c],"1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)",cpdAGORA0052,C22H44O9P1,-1,,,0
1agpg161[c],"1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)",cpdAGORA0053,C22H42O9P1,-1,,,0
1agpg180[c],"1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)",cpdAGORA0054,C24H48O9P1,-1,,,0
1agpg181[c],"1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)",cpdAGORA0055,C24H46O9P1,-1,,,0
1aihpdecg3p[c],"1-anteisoheptadecanoyl-sn-glycerol 3-phosphate (14-methyl-hexadecanoyl, anteiso-C17)",cpdAGORA0056,C20H39O7P,-2,,,0
1aipdecg3p[c],"1-anteisopentadecanoyl-sn-glycerol 3-phosphate (12-methyl-tetradecanoyl, anteiso-C15)",cpdAGORA0057,C18H36O7P,-1,,,0
1ddecg3p[c],"1-acyl-sn-glycerol 3-phosphate(2-)",cpdAGORA0058,C15H29O7P1,-2,,,0
1hdec9eg3p[c],"1-hexadec-9-enoyl-sn-glycerol 3-phosphate",cpdAGORA0059,C19H35O7P1,-2,,,0
1hdecg3p[c],"1-hexadecanoyl-sn-glycerol 3-phosphate",cpdAGORA0060,C19H37O7P1,-2,,,0
1ihdecg3p[c],"1-isohexadecanoyl-sn-glycerol 3-phosphate (14-methyl-pentadecanoyl, iso-C16)",cpdAGORA0061,C19H38O7P,-1,,,0
1ihpdecg3p[c],"1-isoheptadecanoyl-sn-glycerol 3-phosphate (15-methyl-hexadecanoyl, iso-C17)",cpdAGORA0062,C20H39O7P,-2,,,0
1ipdecg3p[c],"1-isopentadecanoyl-sn-glycerol 3-phosphate (13-methyl-tetradecanoyl, iso-C15)",cpdAGORA0063,C18H36O7P,-1,,,0
1itdecg3p[c],"1-isotetradecanoyl-sn-glycerol 3-phosphate (12-methyl-tridecanoyl, iso-C14)",cpdAGORA0064,C17H34O7P,-1,,,0
1odec11eg3p[c],"1-octadec-11-enoyl-sn-glycerol 3-phosphate",cpdAGORA0065,C21H39O7P1,-2,,,0
1odecg3p[c],"1-octadecanoyl-sn-glycerol 3-phosphate",cpdAGORA0066,C21H41O7P1,-2,,,0
1pyr5c[c],"1-Pyrroline-5-carboxylate",cpdAGORA0067,C5H6NO2,-1,C04322,HMDB01301,0
1tdec7eg3p[c],"1-tetradec-7-enoyl-sn-glycerol 3-phosphate",cpdAGORA0068,C17H31O7P1,-2,,,0
1tdecg3p[c],"1-tetradecanoyl-sn-glycerol 3-phosphate",cpdAGORA0069,C17H33O7P,-2,,,0
23dhdp[c],"2,3-Dihydrodipicolinate",cpdAGORA0070,C7H5NO4,-2,,,0
23dhmb[c],"(R)-2,3-Dihydroxy-3-methylbutanoate",cpdAGORA0071,C5H9O4,-1,,,0
23dhmp[c],"(R)-2,3-Dihydroxy-3-methylpentanoate",cpdAGORA0072,C6H11O4,-1,,,0
25aics[c],"(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate",cpdAGORA0073,C13H15N4O12P,-4,C04823,HMDB00797,0
26dap_LL[c],"LL-2,6-Diaminoheptanedioate",cpdAGORA0074,C7H14N2O4,0,,,0
26dap_M[c],"meso-2,6-Diaminoheptanedioate",cpdAGORA0075,C7H14N2O4,0,,,0
2agpe120[c],"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)",cpdAGORA0076,C17H36NO7P1,0,,,0
2agpe140[c],"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)",cpdAGORA0077,C19H40NO7P1,0,,,0
2agpe141[c],"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)",cpdAGORA0078,C19H38NO7P1,0,,,0
2agpe160[c],"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)",cpdAGORA0079,C21H44NO7P,0,,,0
2agpe161[c],"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)",cpdAGORA0080,C21H42NO7P1,0,,,0
2agpe180[c],"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)",cpdAGORA0081,C23H48NO7P,0,,,0
2agpe181[c],"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)",cpdAGORA0082,C23H46NO7P1,0,,,0
2agpg120[c],"2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)",cpdAGORA0083,C18H36O9P1,-1,,,0
2agpg140[c],"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)",cpdAGORA0084,C20H40O9P1,-1,,,0
2agpg141[c],"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)",cpdAGORA0085,C20H38O9P1,-1,,,0
2agpg160[c],"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)",cpdAGORA0086,C22H44O9P1,-1,,,0
2agpg161[c],"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)",cpdAGORA0087,C22H42O9P1,-1,,,0
2agpg180[c],"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)",cpdAGORA0088,C24H48O9P1,-1,,,0
2agpg181[c],"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)",cpdAGORA0089,C24H46O9P1,-1,,,0
2ahbut[c],"(S)-2-Aceto-2-hydroxybutanoate",cpdAGORA0090,C6H9O4,-1,,,0
2aobut[c],"L-2-amino-3-oxobutanoic acid",cpdAGORA0091,C4H7NO3,0,C03508,HMDB06454,0
2dda7p[c],"2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate",cpdAGORA0092,C7H10O10P,-3,,,0
2ddecg3p[c],"2-dodecanoyl-sn-glycerol 3-phosphate",cpdAGORA0093,C15H30O7P1,-1,,,0
2ddg6p[c],"2-Dehydro-3-deoxy-D-gluconate 6-phosphate",cpdAGORA0094,C6H8O9P,-3,,,0
2ddglcn[c],"2-Dehydro-3-deoxy-D-gluconate",cpdAGORA0095,C6H9O6,-1,,,0
2dhp[c],"2-Dehydropantoate",cpdAGORA0096,C6H9O4,-1,,,0
2dmmq7[c],"2-Demethylmenaquinone 7",cpdAGORA0097,C45H62O2,0,C05818,,0
2dmmq8[c],"2-Demethylmenaquinone 8",cpdAGORA0098,C50H70O2,0,,,0
2dmmql8[c],"2-Demethylmenaquinol 8",cpdAGORA0099,C50H72O2,0,,,0
2dr1p[c],"2-Deoxy-D-ribose 1-phosphate",cpdAGORA0100,C5H9O7P,-2,C00672,HMDB01351,0
2dr5p[c],"2-deoxy-D-ribose 5-phosphate(2-)",cpdAGORA0101,C5H9O7P,-2,C00673,HMDB01031,0
2h3oppan[c],"2-Hydroxy-3-oxopropanoate",cpdAGORA0102,C3H3O4,-1,,,0
2hdec9eg3p[c],"2-hexadec-9-enoyl-sn-glycerol 3-phosphate",cpdAGORA0103,C19H36O7P1,-1,,,0
2hdecg3p[c],"2-hexadecanoyl-sn-glycerol 3-phosphate",cpdAGORA0104,C19H38O7P,-1,,,0
2ippm[c],"2-Isopropylmaleate",cpdAGORA0105,C7H8O4,-2,,,0
2maacoa[c],"2-methylacetoacetyl-CoA(4-)",cpdAGORA0106,C26H38N7O18P3S,-4,C03344,HMDB01157,0
2mahmp[c],"2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate",cpdAGORA0107,C6H8N3O7P2,-3,,,0
2mbcoa[c],"2-methylbutanoyl-CoA(4-)",cpdAGORA0108,C26H40N7O17P3S,-4,C01033,HMDB01041,0
2mbutACP[c],"2-methylbutanoyl-ACP,2-methylbutyryl-ACP",cpdAGORA0109,C16H29N2O8PRS,-1,,,0
2me4p[c],"2-C-methyl-D-erythritol 4-phosphate",cpdAGORA0110,C5H11O7P,-2,,,0
2mecdp[c],"2-C-methyl-D-erythritol 2,4-cyclodiphosphate",cpdAGORA0111,C5H10O9P2,-2,,,0
2mnptl[c],"2-Methylnaphthalene",cpdAGORA0112,C11H10,0,,,0
2mop[c],"2-methyl-3-oxopropanoate",cpdAGORA0113,C4H5O3,-1,C00349,HMDB01172,0
2mpropACP[c],"2-methylpropionyl-ACP,isobutyryl-ACP",cpdAGORA0114,C15H27N2O8PRS,-1,,,0
2obut[c],"2-Oxobutanoate",cpdAGORA0115,C4H5O3,-1,C00109,HMDB00005,0
2odec11eg3p[c],"2-octadec-11-enoyl-sn-glycerol 3-phosphate",cpdAGORA0116,C21H40O7P1,-1,,,0
2odecg3p[c],"2-octadecanoyl-sn-glycerol 3-phosphate",cpdAGORA0117,C21H42O7P1,-1,,,0
2ohph[c],"2-Octaprenyl-6-hydroxyphenol",cpdAGORA0118,C46H70O2,0,,,0
2ombzl[c],"2-Octaprenyl-6-methoxy-1,4-benzoquinol",cpdAGORA0119,C47H72O3,0,,,0
2omhmbl[c],"2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol",cpdAGORA0120,C48H74O4,0,,,0
2ommbl[c],"2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol",cpdAGORA0121,C48H74O3,0,,,0
2omph[c],"2-Octaprenyl-6-methoxyphenol",cpdAGORA0122,C47H72O2,0,,,0
2oph[c],"2-Octaprenylphenol",cpdAGORA0123,C46H70O,0,,,0
2p4c2me[c],"2-phospho-4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol",cpdAGORA0124,C14H22N3O17P3,-4,,,0
2pg[c],"D-Glycerate 2-phosphate",cpdAGORA0125,C3H4O7P,-3,C00631,HMDB03391,0
2pglyc[c],"2-phosphonatoglycolate(3-)",cpdAGORA0126,C2H2O6P,-3,C00988,HMDB00816,0
2tdec7eg3p[c],"2-tetradec-7-enoyl-sn-glycerol 3-phosphate",cpdAGORA0127,C17H32O7P1,-1,,,0
2tdecg3p[c],"2-tetradecanoyl-sn-glycerol 3-phosphate",cpdAGORA0128,C17H34O7P1,-1,,,0
33hmeoxobut[c],"2-Oxo-3-hydroxyisovalerate",cpdAGORA0129,C5H7O4,-1,,,0
34hpp[c],"3-(4-hydroxyphenyl)pyruvate",cpdAGORA0130,C9H7O4,-1,C01179,HMDB00707,0
3c2hmp[c],"3-Carboxy-2-hydroxy-4-methylpentanoate",cpdAGORA0131,C7H10O5,-2,,,0
3c3hmp[c],"3-Carboxy-3-hydroxy-4-methylpentanoate",cpdAGORA0132,C7H10O5,-2,,,0
3c4mop[c],"3-Carboxy-4-methyl-2-oxopentanoate",cpdAGORA0133,C7H8O5,-2,,,0
3dhq[c],"3-Dehydroquinate",cpdAGORA0134,C7H9O6,-1,,,0
3dhsk[c],"3-Dehydroshikimate",cpdAGORA0135,C7H7O5,-1,,,0
3h3mop[c],"(R)-3-Hydroxy-3-methyl-2-oxopentanoate",cpdAGORA0136,C6H9O4,-1,,,0
3haACP[c],"(3R)-3-Hydroxyacyl-[acyl-carrier protein]",cpdAGORA0137,C15H27N2O9PRS,-1,,,0
3hadpcoa[c],"(3S)-3-Hydroxyadipyl-CoA",cpdAGORA0138,C27H39N7O20P3S,-5,C14145,,0
3hbcoa[c],"(S)-3-hydroxybutanoyl-CoA(4-)",cpdAGORA0139,C25H38N7O18P3S,-4,C01144,HMDB01166,0
3hdcoa[c],"(S)-3-Hydroxydecanoyl-CoA",cpdAGORA0140,C31H50N7O18P3S,-4,C05264,HMDB03938,0
3hddcoa[c],"(S)-3-Hydroxydodecanoyl-CoA",cpdAGORA0141,C33H54N7O18P3S,-4,C05262,HMDB03936,0
3hddecACP[c],"(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]",cpdAGORA0142,C23H43N2O9PRS,-1,,,0
3hdecACP[c],"(R)-3-Hydroxydecanoyl-[acyl-carrier protein]",cpdAGORA0143,C21H39N2O9PRS,-1,,,0
3hhcoa[c],"(S)-3-Hydroxyhexanoyl-CoA",cpdAGORA0144,C27H42N7O18P3S,-4,,,0
3hhdcoa[c],"(S)-3-Hydroxyhexadecanoyl-CoA",cpdAGORA0145,C37H62N7O18P3S,-4,,,0
3hhexACP[c],"(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]",cpdAGORA0146,C17H31N2O9PRS,-1,,,0
3hmbcoa[c],"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA(4-)",cpdAGORA0147,C26H40N7O18P3S,-4,C04405,HMDB01356,0
3hmp[c],"3-hydroxy-2-methylpropanoate",cpdAGORA0148,C4H7O3,-1,C06001,HMDB00023,0
3hmrsACP[c],"(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]",cpdAGORA0149,C25H47N2O9PRS,-1,,,0
3hocoa[c],"(S)-3-Hydroxyoctanoyl-CoA",cpdAGORA0150,C29H46N7O18P3S,-4,,,0
3hoctACP[c],"(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]",cpdAGORA0151,C19H35N2O9PRS,-1,,,0
3hoctaACP[c],"(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]",cpdAGORA0152,C29H55N2O9PRS,-1,,,0
3hpalmACP[c],"R-3-hydroxypalmitoyl-[acyl-carrier protein]",cpdAGORA0153,C27H51N2O9PRS,-1,,,0
3htdcoa[c],"(S)-3-Hydroxytetradecanoyl-CoA",cpdAGORA0154,C35H58N7O18P3S,-4,C05260,HMDB03934,0
3ig3p[c],"C-(3-Indolyl)-glycerol 3-phosphate",cpdAGORA0155,C11H12NO6P,-2,,,0
3mb2coa[c],"3-methylbut-2-enoyl-CoA(4-)",cpdAGORA0156,C26H38N7O17P3S,-4,C03069,HMDB01493,0
3mbutACP[c],"3-methylbutanoyl-ACP,isovaleryl-ACP",cpdAGORA0157,C16H29N2O8PRS,-1,,,0
3mgcoa[c],"trans-3-methylglutaconyl-CoA(5-)",cpdAGORA0158,C27H37N7O19P3S,-5,C03231,HMDB01057,0
3mob[c],"3-methyl-2-oxobutanoate",cpdAGORA0159,C5H7O3,-1,C00141,HMDB00019,0
3mop[c],"3-methyl-2-oxopentanoate",cpdAGORA0160,C6H9O3,-1,C03465,HMDB00491,0
3odcoa[c],"3-Oxodecanoyl-CoA",cpdAGORA0161,C31H48N7O18P3S,-4,C05265,HMDB03939,0
3oddcoa[c],"3-Oxododecanoyl-CoA",cpdAGORA0162,C33H52N7O18P3S,-4,C05263,HMDB03937,0
3oddecACP[c],"3-Oxododecanoyl-[acyl-carrier protein]",cpdAGORA0163,C23H41N2O9PRS,-1,,,0
3odecACP[c],"3-Oxodecanoyl-[acyl-carrier protein]",cpdAGORA0164,C21H37N2O9PRS,-1,,,0
3ohcoa[c],"3-Oxohexanoyl-CoA",cpdAGORA0165,C27H40N7O18P3S,-4,,,0
3ohdcoa[c],"3-oxopalmitoyl-CoA(4-)",cpdAGORA0166,C37H60N7O18P3S,-4,C05259,HMDB06402,0
3ohexACP[c],"3-Oxohexanoyl-[acyl-carrier protein]",cpdAGORA0167,C17H29N2O9PRS,-1,,,0
3omrsACP[c],"3-Oxotetradecanoyl-[acyl-carrier protein]",cpdAGORA0168,C25H45N2O9PRS,-1,,,0
3oocoa[c],"3-Oxooctanoyl-CoA",cpdAGORA0169,C29H44N7O18P3S,-4,,,0
3ooctACP[c],"3-Oxooctanoyl-[acyl-carrier protein]",cpdAGORA0170,C19H33N2O9PRS,-1,,,0
3ooctdACP[c],"3-Oxooctadecanoyl-[acyl-carrier protein]",cpdAGORA0171,C29H53N2O9PRS,-1,,,0
3opalmACP[c],"3-Oxohexadecanoyl-[acyl-carrier protein]",cpdAGORA0172,C27H49N2O9PRS,-1,,,0
3ophb[c],"3-Octaprenyl-4-hydroxybenzoate",cpdAGORA0173,C47H69O3,-1,,,0
3otdcoa[c],"3-Oxotetradecanoyl-CoA",cpdAGORA0174,C35H56N7O18P3S,-4,C05261,HMDB03935,0
3pg[c],"3-Phospho-D-glycerate",cpdAGORA0175,C3H4O7P,-3,C00597,HMDB00807,0
3php[c],"3-phosphonatooxypyruvate(3-)",cpdAGORA0176,C3H2O7P,-3,C03232,HMDB01024,0
3psme[c],"5-O-(1-Carboxyvinyl)-3-phosphoshikimate",cpdAGORA0177,C10H9O10P,-4,,,0
4abut[c],"4-Aminobutanoate",cpdAGORA0178,C4H9NO2,0,C00334,HMDB00112,0
4abut[e],"4-Aminobutanoate",cpdAGORA0179,C4H9NO2,0,C00334,HMDB00112,0
4abutn[c],"4-Aminobutanal",cpdAGORA0180,C4H10NO,1,C00555,HMDB01080,0
4ahmmp[c],"4-Amino-5-hydroxymethyl-2-methylpyrimidine",cpdAGORA0181,C6H9N3O,0,,,0
4ampm[c],"4-Amino-2-methyl-5-phosphomethylpyrimidine",cpdAGORA0182,C6H8N3O4P,-2,,,0
4c2me[c],"4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol",cpdAGORA0183,C14H23N3O14P2,-2,,,0
4h2oglt[c],"4-hydroxy-2-oxoglutarate(2-)",cpdAGORA0184,C5H4O6,-2,C01127,HMDB02070,0
4hba[c],"4-Hydroxy-benzyl alcohol",cpdAGORA0185,C7H8O2,0,,,0
4hbz[c],"4-hydroxybenzoate",cpdAGORA0186,C7H5O3,-1,C00156,HMDB00500,0
4hthr[c],"4-Hydroxy-L-threonine",cpdAGORA0187,C4H9NO4,0,,,0
4m3hhexACP[c],"4-methyl-3-hydroxy-hexanoyl-ACP",cpdAGORA0188,C18H33N2O9PRS,-1,,,0
4m3hpentACP[c],"4-methyl-3-hydroxy-pentanoyl-ACP",cpdAGORA0189,C17H31N2O9PRS,-1,,,0
4m3ohexACP[c],"4-methyl-3-oxo-hexanoyl-ACP",cpdAGORA0190,C18H31N2O9PRS,-1,,,0
4m3opentACP[c],"4-methyl-3-oxo-pentanoyl-ACP",cpdAGORA0191,C17H29N2O9PRS,-1,,,0
4mhetz[c],"4-Methyl-5-(2-hydroxyethyl)-thiazole",cpdAGORA0192,C6H9NOS,0,,,0
4mhexACP[c],"4-methyl-hexanoyl-ACP",cpdAGORA0193,C18H33N2O8PRS,-1,,,0
4mop[c],"4-methyl-2-oxopentanoate",cpdAGORA0194,C6H9O3,-1,C00233,HMDB00695,0
4mpentACP[c],"4-methyl-pentanoyl-ACP",cpdAGORA0195,C17H31N2O8PRS,-1,,,0
4mpetz[c],"4-Methyl-5-(2-phosphoethyl)-thiazole",cpdAGORA0196,C6H8NO4PS,-2,,,0
4mthex2eACP[c],"4-methyl-trans-hex-2-enoyl-ACP",cpdAGORA0197,C18H31N2O8PRS,-1,,,0
4pasp[c],"4-Phospho-L-aspartate",cpdAGORA0198,C4H6NO7P,-2,,,0
4per[c],"4-Phospho-D-erythronate",cpdAGORA0199,C4H6O8P,-3,,,0
4ppan[c],"D-4-Phosphopantothenate",cpdAGORA0200,C9H15NO8P,-3,C03492,HMDB01016,0
4ppcys[c],"N-((R)-4-Phosphopantothenoyl)-L-cysteine",cpdAGORA0201,C12H20N2O9PS,-3,C04352,HMDB01117,0
5aizc[c],"5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate",cpdAGORA0202,C9H11N3O9P,-3,C04751,HMDB06273,0
5forthf[c],"5-Formiminotetrahydrofolate",cpdAGORA0203,C20H22N8O6,-2,C00664,HMDB01534,0
5fthf[c],"5-formyltetrahydrofolate(2-)",cpdAGORA0204,C20H21N7O7,-2,C03479,HMDB01562,0
5m3hhexACP[c],"5-methyl-3-hydroxy-hexanoyl-ACP",cpdAGORA0205,C18H33N2O9PRS,-1,,,0
5m3ohexACP[c],"5-methyl-3-oxo-hexanoyl-ACP",cpdAGORA0206,C18H31N2O9PRS,-1,,,0
5mdr1p[c],"5-Methylthio-5-deoxy-D-ribose 1-phosphate",cpdAGORA0207,C6H11O7PS,-2,C04188,HMDB00963,0
5mdru1p[c],"5-Methylthio-5-deoxy-D-ribulose 1-phosphate",cpdAGORA0208,C6H11O7PS,-2,C04582,HMDB01299,0
5mhexACP[c],"5-methyl-hexanoyl-ACP",cpdAGORA0209,C18H33N2O8PRS,-1,,,0
5mta[c],"5-Methylthioadenosine",cpdAGORA0210,C11H15N5O3S,0,C00170,HMDB01173,0
5mthex2eACP[c],"5-methyl-trans-hex-2-enoyl-ACP",cpdAGORA0211,C18H31N2O8PRS,-1,,,0
5mthf[c],"5-Methyltetrahydrofolate",cpdAGORA0212,C20H24N7O6,-1,C00440,HMDB01396,0
5mthglu[c],"5-Methyltetrahydropteroyltri-L-glutamate",cpdAGORA0213,C30H39N9O12,0,,,0
5mtr[c],"5-Methylthio-D-ribose",cpdAGORA0214,C6H12O4S,0,,,0
5prdmbz[c],"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole",cpdAGORA0215,C14H17N2O7P,-2,,,0
6m3hheptACP[c],"6-methyl-3-hydroxy-heptanoyl-ACP",cpdAGORA0216,C19H35N2O9PRS,-1,,,0
6m3hocACP[c],"6-methyl-3-hydroxy-octanoyl-ACP",cpdAGORA0217,C20H37N2O9PRS,-1,,,0
6m3oheptACP[c],"6-methyl-3-oxo-heptanoyl-ACP",cpdAGORA0218,C19H33N2O9PRS,-1,,,0
6m3oocACP[c],"6-methyl-3-oxo-octanoyl-ACP",cpdAGORA0219,C20H35N2O9PRS,-1,,,0
6mheptACP[c],"6-methyl-heptanoyl-ACP",cpdAGORA0220,C19H35N2O8PRS,-1,,,0
