taxonomy
Abiotrophia_defectiva_ATCC_49176
Acaricomes_phytoseiuli_DSM_14247
Acaryochloris_marina_MBIC11017
Acetanaerobacterium_elongatum_CGMCC_1_5012
Acetatifactor_muris_GP69
Acetivibrio_cellulolyticus_CD2
Acetivibrio_ethanolgignens_ACET_33324
Acetobacterium_wieringae_DSM_1911
Acetonema_longum_DSM_6540
Achromobacter_insuavis_AXX_A
Achromobacter_xylosoxidans_A8
Achromobacter_xylosoxidans_ERR2221244
Achromobacter_xylosoxidans_ERR2221245
Achromobacter_xylosoxidans_ERR2221246
Achromobacter_xylosoxidans_ERR2221247
Achromobacter_xylosoxidans_NBRC_15126
Achromobacter_xylosoxidans_NCTC10807
Acidaminobacter_hydrogenoformans_DSM_2784
Acidaminococcus_fermentans_DSM_20731
Acidaminococcus_intestini_RyC_MR95
Acidaminococcus_massiliensis_Marseille_P2828
Acidaminococcus_sp_BV3L6
Acidaminococcus_sp_D21
Acidaminococcus_sp_HPA0509
Acidobacterium_ailaaui_PMMR2
Acidobacterium_capsulatum_ATCC_51196
Acidovorax_caeni_R_24608
Acinetobacter_baumannii_1656_2
Acinetobacter_baumannii_3990
Acinetobacter_baumannii_48055
Acinetobacter_baumannii_53264
Acinetobacter_baumannii_6013113
Acinetobacter_baumannii_6013150
Acinetobacter_baumannii_6014059
Acinetobacter_baumannii_AA_014
Acinetobacter_baumannii_AB0057
Acinetobacter_baumannii_AB1H8
Acinetobacter_baumannii_AB210
Acinetobacter_baumannii_AB307_0294
Acinetobacter_baumannii_AB31
Acinetobacter_baumannii_AB405E4
Acinetobacter_baumannii_AB4A3
Acinetobacter_baumannii_AB5256
Acinetobacter_baumannii_AB5711
Acinetobacter_baumannii_AB900
Acinetobacter_baumannii_ABIsac_ColiR
Acinetobacter_baumannii_ABNIH1
Acinetobacter_baumannii_ABNIH11
Acinetobacter_baumannii_ABNIH14
Acinetobacter_baumannii_ABNIH15
Acinetobacter_baumannii_ABNIH16
Acinetobacter_baumannii_ABNIH18
Acinetobacter_baumannii_ABNIH19
Acinetobacter_baumannii_ABNIH22
Acinetobacter_baumannii_ABNIH23
Acinetobacter_baumannii_ABNIH25
Acinetobacter_baumannii_ABNIH26
Acinetobacter_baumannii_ABNIH3
Acinetobacter_baumannii_ABNIH4
Acinetobacter_baumannii_ABNIH5
Acinetobacter_baumannii_ABNIH6
Acinetobacter_baumannii_AB_1536_8
Acinetobacter_baumannii_AB_1582_8
Acinetobacter_baumannii_AB_1594_8
Acinetobacter_baumannii_AB_1595_8
Acinetobacter_baumannii_AB_1649_8
Acinetobacter_baumannii_AB_1650_8
Acinetobacter_baumannii_AB_1766_8
Acinetobacter_baumannii_AB_2007_09_110_01_7
Acinetobacter_baumannii_AB_2007_16_25_01_7
Acinetobacter_baumannii_AB_2007_16_27_01
Acinetobacter_baumannii_AB_2008_15_34_7
Acinetobacter_baumannii_AB_2008_15_45
Acinetobacter_baumannii_AB_2008_15_52
Acinetobacter_baumannii_AB_2008_15_69
Acinetobacter_baumannii_AB_2008_15_70
Acinetobacter_baumannii_AB_2008_15_71
Acinetobacter_baumannii_AB_2008_23_01_01_7
Acinetobacter_baumannii_AB_2008_23_07_01_7
Acinetobacter_baumannii_AB_2009_04_01_7
Acinetobacter_baumannii_AB_2009_04_02_7
Acinetobacter_baumannii_AB_515_8
Acinetobacter_baumannii_AB_908_12
Acinetobacter_baumannii_AB_908_13
Acinetobacter_baumannii_AB_909_01_7
Acinetobacter_baumannii_AB_909_02_7
Acinetobacter_baumannii_AB_909_05
Acinetobacter_baumannii_AB_TG19617
Acinetobacter_baumannii_AB_TG2018
Acinetobacter_baumannii_AB_TG2022
Acinetobacter_baumannii_AB_TG2023
Acinetobacter_baumannii_AB_TG2026
Acinetobacter_baumannii_AB_TG2028
Acinetobacter_baumannii_AB_TG2030
Acinetobacter_baumannii_AB_TG2031
Acinetobacter_baumannii_AB_TG27335
Acinetobacter_baumannii_AB_TG27339
Acinetobacter_baumannii_AB_TG27343
Acinetobacter_baumannii_AC12
Acinetobacter_baumannii_AC30
Acinetobacter_baumannii_ACICU
Acinetobacter_baumannii_ANC_4097
Acinetobacter_baumannii_ATCC_17978
Acinetobacter_baumannii_ATCC_19606
Acinetobacter_baumannii_AYE
Acinetobacter_baumannii_Ab11111
Acinetobacter_baumannii_Ab33333
Acinetobacter_baumannii_Ab44444
Acinetobacter_baumannii_BZICU_2
Acinetobacter_baumannii_Canada_BC1
Acinetobacter_baumannii_Canada_BC_5
Acinetobacter_baumannii_IS_116
Acinetobacter_baumannii_IS_123
Acinetobacter_baumannii_IS_143
Acinetobacter_baumannii_IS_235
Acinetobacter_baumannii_IS_251
Acinetobacter_baumannii_IS_58
Acinetobacter_baumannii_LAC_4
Acinetobacter_baumannii_MDR_TJ
Acinetobacter_baumannii_MDR_ZJ06
Acinetobacter_baumannii_MSP4_16
Acinetobacter_baumannii_NIPH_1362
Acinetobacter_baumannii_NIPH_146
Acinetobacter_baumannii_NIPH_1669
Acinetobacter_baumannii_NIPH_1734
Acinetobacter_baumannii_NIPH_190
Acinetobacter_baumannii_NIPH_201
Acinetobacter_baumannii_NIPH_2061
Acinetobacter_baumannii_NIPH_24
Acinetobacter_baumannii_NIPH_290
Acinetobacter_baumannii_NIPH_329
Acinetobacter_baumannii_NIPH_335
Acinetobacter_baumannii_NIPH_410
Acinetobacter_baumannii_NIPH_527
Acinetobacter_baumannii_NIPH_528
Acinetobacter_baumannii_NIPH_60
Acinetobacter_baumannii_NIPH_601
Acinetobacter_baumannii_NIPH_615
Acinetobacter_baumannii_NIPH_67
Acinetobacter_baumannii_NIPH_70
Acinetobacter_baumannii_NIPH_80
Acinetobacter_baumannii_Naval_113
Acinetobacter_baumannii_Naval_13
Acinetobacter_baumannii_Naval_17
Acinetobacter_baumannii_Naval_18
Acinetobacter_baumannii_Naval_2
Acinetobacter_baumannii_Naval_21
Acinetobacter_baumannii_Naval_57
Acinetobacter_baumannii_Naval_72
Acinetobacter_baumannii_Naval_78
Acinetobacter_baumannii_Naval_81
Acinetobacter_baumannii_Naval_82
Acinetobacter_baumannii_Naval_83
Acinetobacter_baumannii_OIFC0162
Acinetobacter_baumannii_OIFC032
Acinetobacter_baumannii_OIFC035
Acinetobacter_baumannii_OIFC047
Acinetobacter_baumannii_OIFC065
Acinetobacter_baumannii_OIFC074
Acinetobacter_baumannii_OIFC087
Acinetobacter_baumannii_OIFC098
Acinetobacter_baumannii_OIFC099
Acinetobacter_baumannii_OIFC109
Acinetobacter_baumannii_OIFC110
Acinetobacter_baumannii_OIFC111
Acinetobacter_baumannii_OIFC137
Acinetobacter_baumannii_OIFC143
Acinetobacter_baumannii_OIFC180
Acinetobacter_baumannii_OIFC189
Acinetobacter_baumannii_OIFC338
Acinetobacter_baumannii_SDF
Acinetobacter_baumannii_TCDC_AB0715
Acinetobacter_baumannii_TYTH_1
Acinetobacter_baumannii_UMB001
Acinetobacter_baumannii_UMB003
Acinetobacter_baumannii_W7282
Acinetobacter_baumannii_WC_348
Acinetobacter_baumannii_WC_692
Acinetobacter_baumannii_WC_A_694
Acinetobacter_baumannii_WC_A_92
Acinetobacter_baumannii_WM99c
Acinetobacter_baumannii_ZWS1122
Acinetobacter_baumannii_ZWS1219
Acinetobacter_calcoaceticus_ANC_3680
Acinetobacter_calcoaceticus_ANC_3811
Acinetobacter_calcoaceticus_DSM_30006_CIP_81_8
Acinetobacter_calcoaceticus_NIPH_13
Acinetobacter_calcoaceticus_PHEA_2
Acinetobacter_calcoaceticus_RUH2202
Acinetobacter_calcoaceticus_TG19585
Acinetobacter_calcoaceticus_TG19588
Acinetobacter_calcoaceticus_TG19593
Acinetobacter_calcoaceticus_subsp_anitratus_XM1570
Acinetobacter_guillouiae_CIP_63_46
Acinetobacter_guillouiae_KCTC_23200
Acinetobacter_guillouiae_MSP4_18
Acinetobacter_guillouiae_NIPH_991
Acinetobacter_haemolyticus_ATCC_19194
Acinetobacter_haemolyticus_CIP_64_3
Acinetobacter_haemolyticus_NIPH_261
Acinetobacter_haemolyticus_TG19599
Acinetobacter_haemolyticus_TG21157
Acinetobacter_johnsonii_ANC_3681
Acinetobacter_johnsonii_CIP_64_6
Acinetobacter_johnsonii_SH046
Acinetobacter_junii_CIP_107470
Acinetobacter_junii_CIP_64_5
Acinetobacter_junii_NIPH_182
Acinetobacter_junii_SH205
Acinetobacter_lwoffii_CIP_70_31
Acinetobacter_lwoffii_ERR2221242
Acinetobacter_lwoffii_NCTC_5866
Acinetobacter_lwoffii_NIPH_478
Acinetobacter_lwoffii_NIPH_715
Acinetobacter_lwoffii_SH145
Acinetobacter_lwoffii_TG19636
Acinetobacter_lwoffii_WJ10621
Acinetobacter_nosocomialis_NIPH_2119
Acinetobacter_nosocomialis_WC_487
Acinetobacter_pittii_ANC_3678
Acinetobacter_pittii_ANC_4050
Acinetobacter_pittii_ANC_4052
Acinetobacter_pittii_AP_882
Acinetobacter_pittii_CIP_70_29
Acinetobacter_pittii_D499
Acinetobacter_pittii_IEC338SC
Acinetobacter_pittii_TG6411
Acinetobacter_pittii_WC_136
Acinetobacter_radioresistens_DSM_6976
Acinetobacter_radioresistens_NIPH_2130
Acinetobacter_radioresistens_SH164
Acinetobacter_radioresistens_SK82
Acinetobacter_radioresistens_TG02010
Acinetobacter_radioresistens_WC_A_157
Acinetobacter_sp_ATCC_27244
Acinetobacter_sp_OIFC021
Acinetobacter_sp_RUH2624
Acinetobacter_sp_SH024
Acinetobacter_sp_WC_141
Acinetobacter_sp_WC_323
Actinobacillus_pleuropneumoniae_L20
Actinobacillus_pleuropneumoniae_S8
Actinobacillus_pleuropneumoniae_serovar_10_str_D13039
Actinobacillus_pleuropneumoniae_serovar_11_str_56153
Actinobacillus_pleuropneumoniae_serovar_12_str_1096
