"KINGDOM"	"PHYLUM"	"CLASS"	"ORDER"	"FAMILY"	"GENUS"	"SPECIES"	"NCBI.NAMES"	"AGORA.NAMES"	"MODEL.NAMES"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii ABNIH6"	"Acinetobacter baumannii ABNIH6"	"Acinetobacter_baumannii_ABNIH6"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii AC12"	"Acinetobacter baumannii AC12"	"Acinetobacter_baumannii_AC12"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii AC30"	"Acinetobacter baumannii AC30"	"Acinetobacter_baumannii_AC30"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii ACICU"	"Acinetobacter baumannii ACICU"	"Acinetobacter_baumannii_ACICU"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii ANC 4097"	"Acinetobacter baumannii ANC 4097"	"Acinetobacter_baumannii_ANC_4097"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii ATCC 17978"	"Acinetobacter baumannii ATCC 17978"	"Acinetobacter_baumannii_ATCC_17978"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841"	"Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841"	"Acinetobacter_baumannii_ATCC_19606"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii AYE"	"Acinetobacter baumannii AYE"	"Acinetobacter_baumannii_AYE"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii BZICU-2"	"Acinetobacter baumannii BZICU-2"	"Acinetobacter_baumannii_BZICU_2"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Canada BC-5"	"Acinetobacter baumannii Canada BC-5"	"Acinetobacter_baumannii_Canada_BC_5"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Canada BC1"	"Acinetobacter baumannii Canada BC1"	"Acinetobacter_baumannii_Canada_BC1"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii IS-116"	"Acinetobacter baumannii IS-116"	"Acinetobacter_baumannii_IS_116"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii IS-123"	"Acinetobacter baumannii IS-123"	"Acinetobacter_baumannii_IS_123"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii IS-143"	"Acinetobacter baumannii IS-143"	"Acinetobacter_baumannii_IS_143"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii IS-235"	"Acinetobacter baumannii IS-235"	"Acinetobacter_baumannii_IS_235"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii IS-251"	"Acinetobacter baumannii IS-251"	"Acinetobacter_baumannii_IS_251"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii IS-58"	"Acinetobacter baumannii IS-58"	"Acinetobacter_baumannii_IS_58"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii LAC-4"	"Acinetobacter baumannii LAC-4"	"Acinetobacter_baumannii_LAC_4"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii MDR-TJ"	"Acinetobacter baumannii MDR-TJ"	"Acinetobacter_baumannii_MDR_TJ"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii MDR-ZJ06"	"Acinetobacter baumannii MDR-ZJ06"	"Acinetobacter_baumannii_MDR_ZJ06"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii MSP4-16"	"Acinetobacter baumannii MSP4-16"	"Acinetobacter_baumannii_MSP4_16"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Naval-113"	"Acinetobacter baumannii Naval-113"	"Acinetobacter_baumannii_Naval_113"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Naval-13"	"Acinetobacter baumannii Naval-13"	"Acinetobacter_baumannii_Naval_13"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Naval-17"	"Acinetobacter baumannii Naval-17"	"Acinetobacter_baumannii_Naval_17"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Naval-18"	"Acinetobacter baumannii Naval-18"	"Acinetobacter_baumannii_Naval_18"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Naval-2"	"Acinetobacter baumannii Naval-2"	"Acinetobacter_baumannii_Naval_2"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Naval-21"	"Acinetobacter baumannii Naval-21"	"Acinetobacter_baumannii_Naval_21"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Naval-57"	"Acinetobacter baumannii Naval-57"	"Acinetobacter_baumannii_Naval_57"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Naval-72"	"Acinetobacter baumannii Naval-72"	"Acinetobacter_baumannii_Naval_72"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Naval-78"	"Acinetobacter baumannii Naval-78"	"Acinetobacter_baumannii_Naval_78"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Naval-81"	"Acinetobacter baumannii Naval-81"	"Acinetobacter_baumannii_Naval_81"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Naval-82"	"Acinetobacter baumannii Naval-82"	"Acinetobacter_baumannii_Naval_82"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii Naval-83"	"Acinetobacter baumannii Naval-83"	"Acinetobacter_baumannii_Naval_83"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 1362"	"Acinetobacter baumannii NIPH 1362"	"Acinetobacter_baumannii_NIPH_1362"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 146"	"Acinetobacter baumannii NIPH 146"	"Acinetobacter_baumannii_NIPH_146"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 1669"	"Acinetobacter baumannii NIPH 1669"	"Acinetobacter_baumannii_NIPH_1669"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 1734"	"Acinetobacter baumannii NIPH 1734"	"Acinetobacter_baumannii_NIPH_1734"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 190"	"Acinetobacter baumannii NIPH 190"	"Acinetobacter_baumannii_NIPH_190"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 201"	"Acinetobacter baumannii NIPH 201"	"Acinetobacter_baumannii_NIPH_201"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 2061"	"Acinetobacter baumannii NIPH 2061"	"Acinetobacter_baumannii_NIPH_2061"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 24"	"Acinetobacter baumannii NIPH 24"	"Acinetobacter_baumannii_NIPH_24"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 290"	"Acinetobacter baumannii NIPH 290"	"Acinetobacter_baumannii_NIPH_290"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 329"	"Acinetobacter baumannii NIPH 329"	"Acinetobacter_baumannii_NIPH_329"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 335"	"Acinetobacter baumannii NIPH 335"	"Acinetobacter_baumannii_NIPH_335"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 410"	"Acinetobacter baumannii NIPH 410"	"Acinetobacter_baumannii_NIPH_410"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 527"	"Acinetobacter baumannii NIPH 527"	"Acinetobacter_baumannii_NIPH_527"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 528"	"Acinetobacter baumannii NIPH 528"	"Acinetobacter_baumannii_NIPH_528"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 60"	"Acinetobacter baumannii NIPH 60"	"Acinetobacter_baumannii_NIPH_60"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 601"	"Acinetobacter baumannii NIPH 601"	"Acinetobacter_baumannii_NIPH_601"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 615"	"Acinetobacter baumannii NIPH 615"	"Acinetobacter_baumannii_NIPH_615"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 67"	"Acinetobacter baumannii NIPH 67"	"Acinetobacter_baumannii_NIPH_67"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 70"	"Acinetobacter baumannii NIPH 70"	"Acinetobacter_baumannii_NIPH_70"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii NIPH 80"	"Acinetobacter baumannii NIPH 80"	"Acinetobacter_baumannii_NIPH_80"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC0162"	"Acinetobacter baumannii OIFC0162"	"Acinetobacter_baumannii_OIFC0162"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC032"	"Acinetobacter baumannii OIFC032"	"Acinetobacter_baumannii_OIFC032"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC035"	"Acinetobacter baumannii OIFC035"	"Acinetobacter_baumannii_OIFC035"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC047"	"Acinetobacter baumannii OIFC047"	"Acinetobacter_baumannii_OIFC047"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC065"	"Acinetobacter baumannii OIFC065"	"Acinetobacter_baumannii_OIFC065"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC074"	"Acinetobacter baumannii OIFC074"	"Acinetobacter_baumannii_OIFC074"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC087"	"Acinetobacter baumannii OIFC087"	"Acinetobacter_baumannii_OIFC087"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC098"	"Acinetobacter baumannii OIFC098"	"Acinetobacter_baumannii_OIFC098"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC099"	"Acinetobacter baumannii OIFC099"	"Acinetobacter_baumannii_OIFC099"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC109"	"Acinetobacter baumannii OIFC109"	"Acinetobacter_baumannii_OIFC109"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC110"	"Acinetobacter baumannii OIFC110"	"Acinetobacter_baumannii_OIFC110"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC111"	"Acinetobacter baumannii OIFC111"	"Acinetobacter_baumannii_OIFC111"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC137"	"Acinetobacter baumannii OIFC137"	"Acinetobacter_baumannii_OIFC137"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC143"	"Acinetobacter baumannii OIFC143"	"Acinetobacter_baumannii_OIFC143"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC180"	"Acinetobacter baumannii OIFC180"	"Acinetobacter_baumannii_OIFC180"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC189"	"Acinetobacter baumannii OIFC189"	"Acinetobacter_baumannii_OIFC189"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii OIFC338"	"Acinetobacter baumannii OIFC338"	"Acinetobacter_baumannii_OIFC338"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii SDF"	"Acinetobacter baumannii SDF"	"Acinetobacter_baumannii_SDF"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii TCDC-AB0715"	"Acinetobacter baumannii TCDC-AB0715"	"Acinetobacter_baumannii_TCDC_AB0715"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii TYTH-1"	"Acinetobacter baumannii TYTH-1"	"Acinetobacter_baumannii_TYTH_1"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii UMB001"	"Acinetobacter baumannii UMB001"	"Acinetobacter_baumannii_UMB001"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii UMB003"	"Acinetobacter baumannii UMB003"	"Acinetobacter_baumannii_UMB003"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii W7282"	"Acinetobacter baumannii W7282"	"Acinetobacter_baumannii_W7282"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii WC-348"	"Acinetobacter baumannii WC-348"	"Acinetobacter_baumannii_WC_348"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii WC-692"	"Acinetobacter baumannii WC-692"	"Acinetobacter_baumannii_WC_692"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii WC-A-694"	"Acinetobacter baumannii WC-A-694"	"Acinetobacter_baumannii_WC_A_694"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii WC-A-92"	"Acinetobacter baumannii WC-A-92"	"Acinetobacter_baumannii_WC_A_92"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii WM99c"	"Acinetobacter baumannii WM99c"	"Acinetobacter_baumannii_WM99c"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii ZWS1122"	"Acinetobacter baumannii ZWS1122"	"Acinetobacter_baumannii_ZWS1122"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter baumannii"	"Acinetobacter baumannii ZWS1219"	"Acinetobacter baumannii ZWS1219"	"Acinetobacter_baumannii_ZWS1219"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter calcoaceticus"	"Acinetobacter calcoaceticus ANC 3680"	"Acinetobacter calcoaceticus ANC 3680"	"Acinetobacter_calcoaceticus_ANC_3680"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter calcoaceticus"	"Acinetobacter calcoaceticus ANC 3811"	"Acinetobacter calcoaceticus ANC 3811"	"Acinetobacter_calcoaceticus_ANC_3811"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter calcoaceticus"	"Acinetobacter calcoaceticus DSM 30006 = CIP 81.8"	"Acinetobacter calcoaceticus DSM 30006 = CIP 81.8"	"Acinetobacter_calcoaceticus_DSM_30006_CIP_81_8"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter calcoaceticus"	"Acinetobacter calcoaceticus NIPH 13"	"Acinetobacter calcoaceticus NIPH 13"	"Acinetobacter_calcoaceticus_NIPH_13"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter pittii"	"Acinetobacter pittii PHEA-2"	"Acinetobacter pittii PHEA-2"	"Acinetobacter_calcoaceticus_PHEA_2"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter calcoaceticus"	"Acinetobacter calcoaceticus RUH2202"	"Acinetobacter calcoaceticus RUH2202"	"Acinetobacter_calcoaceticus_RUH2202"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter calcoaceticus"	"Acinetobacter calcoaceticus subsp. anitratus XM1570"	"Acinetobacter calcoaceticus subsp. anitratus XM1570"	"Acinetobacter_calcoaceticus_subsp_anitratus_XM1570"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter calcoaceticus"	"Acinetobacter calcoaceticus TG19585"	"Acinetobacter calcoaceticus TG19585"	"Acinetobacter_calcoaceticus_TG19585"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter calcoaceticus"	"Acinetobacter calcoaceticus TG19588"	"Acinetobacter calcoaceticus TG19588"	"Acinetobacter_calcoaceticus_TG19588"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter calcoaceticus"	"Acinetobacter calcoaceticus TG19593"	"Acinetobacter calcoaceticus TG19593"	"Acinetobacter_calcoaceticus_TG19593"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter guillouiae"	"Acinetobacter guillouiae CIP 63.46"	"Acinetobacter guillouiae CIP 63.46"	"Acinetobacter_guillouiae_CIP_63_46"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter guillouiae"	"Acinetobacter guillouiae"	"Acinetobacter guillouiae"	"Acinetobacter_guillouiae_KCTC_23200"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter guillouiae"	"Acinetobacter guillouiae MSP4-18"	"Acinetobacter guillouiae MSP4-18"	"Acinetobacter_guillouiae_MSP4_18"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter guillouiae"	"Acinetobacter guillouiae NIPH 991"	"Acinetobacter guillouiae NIPH 991"	"Acinetobacter_guillouiae_NIPH_991"
